,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,903,832,492,602,624,646,386,650,461,291,30000,201609,114.51044592998711,22.547790936714915,7
1,1503,1308,1023,1014,1181,1314,1470,1365,1002,674,400000,201610,114.51044592998711,22.547790936714915,7
2,1230,1121,840,1010,981,964,742,960,683,532,20000,201611,114.51044592998711,22.547790936714915,7
3,1144,1015,743,829,741,757,571,711,596,427,0,201612,114.51044592998711,22.547790936714915,7
4,1029,949,569,816,791,692,439,742,618,483,10000,201701,114.51044592998711,22.547790936714915,7
5,1409,1219,846,912,949,926,673,951,621,503,130000,201702,114.51044592998711,22.547790936714915,7
6,2184,1928,1722,1661,1758,1831,1537,1834,1023,701,670000,201703,114.51044592998711,22.547790936714915,7
7,1101,974,646,897,776,873,527,754,606,442,50000,201704,114.51044592998711,22.547790936714915,7
8,1063,926,613,924,864,954,514,819,658,456,-100,201705,114.51044592998711,22.547790936714915,7
9,1026,878,580,951,952,1036,502,884,711,470,-100,201706,114.51044592998711,22.547790936714915,7
10,989,830,548,978,1041,1118,490,950,764,485,10000,201707,114.51044592998711,22.547790936714915,7
11,952,826,519,905,828,901,426,956,641,443,10000,201708,114.51044592998711,22.547790936714915,7
12,1140,1101,851,834,1030,1055,844,987,767,517,70000,201709,114.51044592998711,22.547790936714915,7
13,1157,1021,725,787,867,949,845,845,520,341,100000,201710,114.51044592998711,22.547790936714915,7
14,1504,1431,1283,985,1107,1276,1611,1236,817,554,100000,201711,114.51044592998711,22.547790936714915,7
15,1247,1114,703,859,832,849,551,784,584,400,100000,201712,114.51044592998711,22.547790936714915,7
16,1094,919,671,819,835,863,603,830,672,521,70000,201801,114.51044592998711,22.547790936714915,7
17,1163,961,655,829,800,838,540,912,603,434,30000,201802,114.51044592998711,22.547790936714915,7
18,1083,990,641,833,817,920,518,859,770,521,30000,201803,114.51044592998711,22.547790936714915,7
19,1550,1323,1028,1095,1143,1329,961,1228,827,525,350000,201804,114.51044592998711,22.547790936714915,7
20,1090,1033,688,909,878,979,506,898,657,451,10000,201805,114.51044592998711,22.547790936714915,7
21,1015,806,541,777,868,1052,526,1017,616,429,30000,201806,114.51044592998711,22.547790936714915,7
22,1052,896,576,794,922,992,727,979,584,324,80000,201807,114.51044592998711,22.547790936714915,7
23,1061,932,594,716,741,804,599,777,468,271,-100,201808,114.51044592998711,22.547790936714915,7
24,1070,969,613,639,561,616,471,575,352,218,10000,201809,114.51044592998711,22.547790936714915,7
25,1585,1560,1267,984,818,1053,1298,1062,898,730,80000,201810,114.51044592998711,22.547790936714915,7
26,1238,1058,709,886,922,1024,543,963,738,618,60000,201811,114.51044592998711,22.547790936714915,7
27,905,738,423,798,722,772,306,726,632,469,10000,201812,114.51044592998711,22.547790936714915,7
28,1581,1439,1387,1342,1283,1445,1517,1424,1104,840,140000,201901,114.51044592998711,22.547790936714915,7
29,1490,1422,1286,1386,1504,1615,1314,1688,1505,1102,150000,201902,114.51044592998711,22.547790936714915,7
30,1598,1380,1127,1160,1297,1333,1078,1394,905,791,220000,201903,114.51044592998711,22.547790936714915,7
31,1406,1293,1057,1343,1515,1376,987,1421,1333,920,90000,201904,114.51044592998711,22.547790936714915,7
32,1170,968,704,889,922,969,600,1002,653,458,30000,201905,114.51044592998711,22.547790936714915,7
33,1085,1025,714,945,988,1167,704,1197,803,529,90000,201906,114.51044592998711,22.547790936714915,7
34,1296,1351,1062,1234,1272,1351,1045,1257,975,662,170000,201907,114.51044592998711,22.547790936714915,7
35,1308,1293,1023,1126,1317,1484,1064,1624,1114,757,210000,201908,114.51044592998711,22.547790936714915,7
36,1472,1467,1317,1271,1322,1519,1291,1448,1117,776,30000,201909,114.51044592998711,22.547790936714915,7
37,1268,1058,779,959,1046,1043,714,1048,844,514,60000,201910,114.51044592998711,22.547790936714915,7
38,1801,2071,2600,2887,3161,3374,2985,3419,4239,3035,210000,201911,114.51044592998711,22.547790936714915,7
39,1211,1335,1996,2197,2335,2443,2108,2349,2782,1706,220000,201912,114.51044592998711,22.547790936714915,7
40,1225,1246,1338,1396,1456,1444,1322,1442,1285,921,60000,202001,114.51044592998711,22.547790936714915,4
41,1489,1509,1580,1589,1759,1916,1652,1836,1758,1283,100000,202002,114.51044592998711,22.547790936714915,4
