,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1453,1486,1241,925,1141,1298,1226,1280,901,567,100000,201609,114.51086946248915,22.5475558389855,7
1,1359,1197,934,1015,1282,1384,1298,1407,1126,645,230000,201610,114.51086946248915,22.5475558389855,7
2,1223,1101,871,823,775,861,793,855,819,499,50000,201611,114.51086946248915,22.5475558389855,7
3,1153,1052,751,709,696,854,674,842,661,446,40000,201612,114.51086946248915,22.5475558389855,7
4,992,898,555,530,521,697,509,619,574,285,20000,201701,114.51086946248915,22.5475558389855,7
5,1310,1151,829,811,840,839,728,896,680,419,100000,201702,114.51086946248915,22.5475558389855,7
6,2216,1954,1717,1607,1687,1751,1585,1687,910,540,590000,201703,114.51086946248915,22.5475558389855,7
7,1168,1065,722,746,795,754,651,878,637,422,60000,201704,114.51086946248915,22.5475558389855,7
8,1121,1037,710,737,824,1005,735,927,715,415,-100,201705,114.51086946248915,22.5475558389855,7
9,1074,1009,698,729,854,1256,820,977,793,408,-100,201706,114.51086946248915,22.5475558389855,7
10,1028,982,686,721,884,1507,905,1027,872,402,120000,201707,114.51086946248915,22.5475558389855,7
11,1038,975,670,722,761,984,764,790,741,348,70000,201708,114.51086946248915,22.5475558389855,7
12,1196,1182,947,940,1312,1565,1520,1519,1008,585,170000,201709,114.51086946248915,22.5475558389855,7
13,1102,961,655,650,868,1216,1080,1123,599,275,380000,201710,114.51086946248915,22.5475558389855,7
14,1115,1021,675,780,953,1163,1539,1147,638,334,210000,201711,114.51086946248915,22.5475558389855,7
15,1191,990,704,732,720,692,560,697,605,373,80000,201712,114.51086946248915,22.5475558389855,7
16,1096,985,651,625,675,730,553,660,562,451,120000,201801,114.51086946248915,22.5475558389855,7
17,1222,1065,727,755,763,720,540,726,579,328,20000,201802,114.51086946248915,22.5475558389855,7
18,1165,1059,709,711,706,740,529,718,585,381,20000,201803,114.51086946248915,22.5475558389855,7
19,1540,1359,1043,1004,1069,1163,966,1134,720,428,310000,201804,114.51086946248915,22.5475558389855,7
20,1106,1039,728,794,754,796,808,1025,780,463,130000,201805,114.51086946248915,22.5475558389855,7
21,1077,879,639,722,912,1070,765,966,622,374,110000,201806,114.51086946248915,22.5475558389855,7
22,1040,934,589,587,838,1137,925,1336,600,263,240000,201807,114.51086946248915,22.5475558389855,7
23,1032,924,585,606,812,1045,852,1139,624,300,-100,201808,114.51086946248915,22.5475558389855,7
24,1024,914,582,625,786,953,780,942,649,337,150000,201809,114.51086946248915,22.5475558389855,7
25,1035,1019,790,781,1127,1038,1613,1099,806,521,290000,201810,114.51086946248915,22.5475558389855,7
26,1192,1107,781,755,649,674,577,714,714,400,50000,201811,114.51086946248915,22.5475558389855,7
27,876,729,449,480,423,487,341,442,541,297,20000,201812,114.51086946248915,22.5475558389855,7
28,1321,1223,882,832,998,943,934,1002,799,589,130000,201901,114.51086946248915,22.5475558389855,7
29,1390,1273,1070,1151,1278,1471,1139,1476,1279,903,160000,201902,114.51086946248915,22.5475558389855,7
30,1481,1212,987,1098,1216,1283,1150,1246,970,596,270000,201903,114.51086946248915,22.5475558389855,7
31,1382,1295,1091,1297,1464,1701,1424,1634,1452,950,290000,201904,114.51086946248915,22.5475558389855,7
32,1125,934,644,654,732,816,619,725,491,274,60000,201905,114.51086946248915,22.5475558389855,7
33,1147,995,787,812,1092,1134,1132,1202,837,444,180000,201906,114.51086946248915,22.5475558389855,7
34,1104,1043,779,862,1106,1211,1142,1490,1137,637,260000,201907,114.51086946248915,22.5475558389855,7
35,1647,1463,1382,1131,1644,1894,1787,1855,1230,760,150000,201908,114.51086946248915,22.5475558389855,7
36,1366,1318,1180,1293,1613,1679,1558,1794,1148,796,170000,201909,114.51086946248915,22.5475558389855,7
37,1817,2079,2529,1918,2078,2199,2645,2352,2541,1724,40000,201910,114.51086946248915,22.5475558389855,4
38,2079,2495,3196,3361,3643,3929,3605,4056,4657,3565,60000,201911,114.51086946248915,22.5475558389855,4
39,1288,1453,1917,2204,2402,2490,1986,2442,2663,1778,140000,201912,114.51086946248915,22.5475558389855,4
40,1198,1195,1247,1345,1351,1414,1258,1282,1205,864,70000,202001,114.51086946248915,22.5475558389855,4
41,1486,1455,1532,1505,1644,1756,1581,1721,1576,1195,210000,202002,114.51086946248915,22.5475558389855,4
42,1412,1416,1553,1578,1754,1907,1621,1908,1980,1235,130000,202003,114.51086946248915,22.5475558389855,4
43,1896,2104,2440,2345,2594,2950,2702,3027,3258,2415,50000,202004,114.51086946248915,22.5475558389855,4
44,1978,2233,2572,2461,2605,2969,2653,3004,2979,2175,50000,202005,114.51086946248915,22.5475558389855,4
45,1659,1908,1990,2157,2725,3236,3011,3474,3270,2056,220000,202006,114.51086946248915,22.5475558389855,4
46,1042,937,788,815,1047,1177,1053,1195,832,492,90000,202007,114.51086946248915,22.5475558389855,4
47,1409,1589,1395,1671,2805,3404,3191,3602,2726,1480,170000,202008,114.51086946248915,22.5475558389855,4
48,1330,1348,1081,1319,2520,3177,2906,3550,2468,1193,180000,202009,114.51086946248915,22.5475558389855,4
49,1104,1219,958,1461,2697,3239,3103,3530,2341,1120,60000,202010,114.51086946248915,22.5475558389855,4
50,1346,1441,1429,1870,2751,3098,2989,3415,2602,1467,180000,202011,114.51086946248915,22.5475558389855,4
51,1312,1323,1306,1611,2154,2459,2370,2731,2392,1389,90000,202012,114.51086946248915,22.5475558389855,4
52,1340,1339,1388,1739,2221,2504,2497,2796,2664,1685,80000,202101,114.51086946248915,22.5475558389855,4
53,1288,1251,1348,1533,1874,2050,2068,2338,2474,1566,70000,202102,114.51086946248915,22.5475558389855,4
54,1482,1315,1279,1421,1837,2037,1969,2277,2565,1613,180000,202103,114.51086946248915,22.5475558389855,4
55,1553,1629,1804,1836,2208,2506,2233,2564,2829,1976,100000,202104,114.51086946248915,22.5475558389855,4
56,1036,828,712,683,753,847,701,835,698,431,90000,202105,114.51086946248915,22.5475558389855,4
57,1402,1534,1567,1680,2245,2715,2432,2945,2737,1608,170000,202106,114.51086946248915,22.5475558389855,4
58,1200,1230,1081,1351,2023,2394,2190,2464,1853,982,190000,202107,114.51086946248915,22.5475558389855,4
59,1487,1565,1750,1683,1874,2006,1838,2032,2027,1440,80000,202108,114.51086946248915,22.5475558389855,4
60,1953,1975,2142,1765,2031,2199,2311,2239,2076,1392,70000,202109,114.51086946248915,22.5475558389855,4
