,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,966,989,700,943,1522,1447,1991,1617,853,475,100000,201609,114.51129299499118,22.547085643526664,7
1,1477,1344,1088,1199,1654,1763,1822,1950,1278,844,370000,201610,114.51129299499118,22.547085643526664,7
2,1194,1107,864,985,1239,1479,1739,1450,1091,565,230000,201611,114.51129299499118,22.547085643526664,7
3,1271,1134,969,930,916,1005,1239,1095,829,549,120000,201612,114.51129299499118,22.547085643526664,7
4,1168,1116,864,796,883,932,1344,1106,772,455,130000,201701,114.51129299499118,22.547085643526664,7
5,1356,1273,1046,1033,1198,1193,1608,1290,946,560,230000,201702,114.51129299499118,22.547085643526664,7
6,2201,1923,1708,1616,1732,1797,1610,1724,932,561,560000,201703,114.51129299499118,22.547085643526664,7
7,1245,1215,1011,1084,1265,1241,1627,1349,950,637,180000,201704,114.51129299499118,22.547085643526664,7
8,2672,2536,2453,2376,2661,2858,2577,2955,2365,1748,730000,201705,114.51129299499118,22.547085643526664,7
9,1931,1951,1680,1764,2239,2660,2647,2548,1729,1120,-100,201706,114.51129299499118,22.547085643526664,7
10,1191,1366,907,1152,1817,2463,2718,2142,1094,492,70000,201707,114.51129299499118,22.547085643526664,7
11,1169,1207,942,999,1238,1707,1778,1636,990,494,180000,201708,114.51129299499118,22.547085643526664,7
12,1034,1044,723,877,1295,1612,1815,1570,790,398,70000,201709,114.51129299499118,22.547085643526664,7
13,1140,1059,721,859,1115,1465,1539,1392,690,327,200000,201710,114.51129299499118,22.547085643526664,7
14,1095,1000,693,714,698,787,927,854,524,271,150000,201711,114.51129299499118,22.547085643526664,7
15,1366,1200,1055,1049,1087,1027,1214,1068,799,555,120000,201712,114.51129299499118,22.547085643526664,7
16,1392,1356,1232,990,1121,1129,1413,1106,821,654,110000,201801,114.51129299499118,22.547085643526664,7
17,1370,1293,1150,1138,1220,1265,1241,1226,927,628,100000,201802,114.51129299499118,22.547085643526664,7
18,1363,1417,1366,1373,1400,1484,1607,1577,1280,978,60000,201803,114.51129299499118,22.547085643526664,7
19,1643,1494,1274,1221,1377,1539,1436,1555,1158,760,170000,201804,114.51129299499118,22.547085643526664,7
20,1576,1569,1510,1303,1384,1516,1971,1749,1300,792,70000,201805,114.51129299499118,22.547085643526664,7
21,1527,1424,1356,1291,1554,1732,1873,1537,1106,755,120000,201806,114.51129299499118,22.547085643526664,7
22,1212,1389,1019,912,1438,1734,2542,2031,893,462,220000,201807,114.51129299499118,22.547085643526664,7
23,1185,1272,944,853,1199,1524,1998,1695,844,450,-100,201808,114.51129299499118,22.547085643526664,7
24,1159,1156,869,795,960,1315,1454,1359,795,438,240000,201809,114.51129299499118,22.547085643526664,7
25,1034,950,670,661,918,965,1051,1010,506,331,350000,201810,114.51129299499118,22.547085643526664,7
26,1287,1163,1024,1109,1142,1279,1514,1356,1117,605,200000,201811,114.51129299499118,22.547085643526664,7
27,964,893,643,753,887,1006,1197,1004,746,381,150000,201812,114.51129299499118,22.547085643526664,7
28,1293,1171,938,892,1102,1054,1440,1147,783,533,310000,201901,114.51129299499118,22.547085643526664,7
29,1518,1417,1276,1234,1335,1543,1576,1542,1398,868,270000,201902,114.51129299499118,22.547085643526664,7
