,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1012,974,669,701,856,1001,772,980,513,305,140000,201609,114.51341065750135,22.54802603444433,7
1,1417,1341,1082,1049,1262,1472,1687,1460,988,577,290000,201610,114.51341065750135,22.54802603444433,7
2,1148,1063,793,821,854,835,790,893,490,345,60000,201611,114.51341065750135,22.54802603444433,7
3,1446,1371,1345,1281,1521,1712,1908,1658,1298,839,90000,201612,114.51341065750135,22.54802603444433,7
4,1234,1128,921,698,750,646,869,702,482,285,50000,201701,114.51341065750135,22.54802603444433,7
5,1507,1356,1282,1181,1303,1484,1645,1479,924,677,130000,201702,114.51341065750135,22.54802603444433,7
6,1431,1377,1256,1149,1206,1339,1509,1301,918,688,-100,201703,114.51341065750135,22.54802603444433,7
7,1355,1399,1231,1118,1109,1195,1373,1124,913,699,70000,201704,114.51341065750135,22.54802603444433,7
8,1295,1285,1087,1046,1164,1237,1268,1148,847,591,-100,201705,114.51341065750135,22.54802603444433,7
9,1235,1172,944,974,1219,1279,1164,1172,781,483,-100,201706,114.51341065750135,22.54802603444433,7
10,1176,1059,801,903,1274,1321,1060,1197,716,376,240000,201707,114.51341065750135,22.54802603444433,7
11,1467,1511,1386,1544,1900,2053,2005,2331,1711,1051,120000,201708,114.51341065750135,22.54802603444433,7
12,1041,930,625,697,848,970,709,976,515,274,30000,201709,114.51341065750135,22.54802603444433,7
13,1178,1082,859,787,934,979,1233,936,540,308,160000,201710,114.51341065750135,22.54802603444433,7
14,1258,1121,930,777,909,956,1221,912,571,364,180000,201711,114.51341065750135,22.54802603444433,7
15,1499,1449,1303,1175,1223,1204,1298,1181,961,743,90000,201712,114.51341065750135,22.54802603444433,7
16,1321,1254,1146,1201,1108,1034,1132,1059,1010,730,150000,201801,114.51341065750135,22.54802603444433,7
17,1365,1268,1111,1134,1113,1267,1112,1218,907,646,100000,201802,114.51341065750135,22.54802603444433,7
18,1327,1247,1119,1243,1254,1231,1217,1315,1092,830,60000,201803,114.51341065750135,22.54802603444433,7
19,1652,1494,1278,1282,1409,1517,1344,1584,1115,838,100000,201804,114.51341065750135,22.54802603444433,7
