,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,858,716,429,500,479,557,312,474,367,217,20000,201609,114.51362242375238,22.547790936714915,7
1,1342,1127,890,1018,1218,1258,1189,1269,965,560,230000,201610,114.51362242375238,22.547790936714915,7
2,1101,985,632,596,491,540,423,477,285,145,20000,201611,114.51362242375238,22.547790936714915,7
3,1211,1074,850,1027,1114,1276,1207,1323,682,334,50000,201612,114.51362242375238,22.547790936714915,7
4,968,876,449,354,246,248,212,230,130,86,10000,201701,114.51362242375238,22.547790936714915,7
5,1276,1124,882,1064,1136,1111,998,1061,471,219,80000,201702,114.51362242375238,22.547790936714915,7
6,1194,1061,773,900,832,790,720,755,406,206,-100,201703,114.51362242375238,22.547790936714915,7
7,1113,999,664,736,529,469,442,450,341,193,80000,201704,114.51362242375238,22.547790936714915,7
8,1052,925,592,640,476,481,406,436,318,171,-100,201705,114.51362242375238,22.547790936714915,7
9,992,851,520,544,423,493,370,422,295,149,-100,201706,114.51362242375238,22.547790936714915,7
10,932,777,448,449,370,505,334,408,273,127,40000,201707,114.51362242375238,22.547790936714915,7
11,1988,1998,1876,1639,1702,1742,1691,1850,1495,1146,90000,201708,114.51362242375238,22.547790936714915,7
12,1107,989,727,761,790,792,644,772,529,385,10000,201709,114.51362242375238,22.547790936714915,7
13,1059,854,530,480,421,552,457,419,173,90,20000,201710,114.51362242375238,22.547790936714915,7
14,1033,916,538,619,482,572,485,556,202,118,30000,201711,114.51362242375238,22.547790936714915,7
15,1401,1268,829,712,565,538,501,500,252,128,140000,201712,114.51362242375238,22.547790936714915,7
16,993,850,525,470,423,442,369,391,212,167,60000,201801,114.51362242375238,22.547790936714915,7
17,1147,948,606,598,560,557,467,486,307,196,40000,201802,114.51362242375238,22.547790936714915,7
18,1073,927,615,605,544,637,504,535,231,133,20000,201803,114.51362242375238,22.547790936714915,7
19,1555,1356,1035,990,1036,1082,942,1008,500,278,430000,201804,114.51362242375238,22.547790936714915,7
20,1010,883,541,546,451,409,320,331,282,174,80000,201805,114.51362242375238,22.547790936714915,7
21,1061,915,599,624,626,597,484,557,380,258,20000,201806,114.51362242375238,22.547790936714915,7
22,1028,930,542,496,395,460,422,455,208,101,20000,201807,114.51362242375238,22.547790936714915,7
23,1005,871,511,464,381,455,381,430,198,108,-100,201808,114.51362242375238,22.547790936714915,7
24,982,813,480,433,367,451,341,406,189,115,10000,201809,114.51362242375238,22.547790936714915,7
25,903,801,487,518,325,349,325,286,199,135,90000,201810,114.51362242375238,22.547790936714915,7
26,1158,1037,651,527,485,424,394,416,262,134,120000,201811,114.51362242375238,22.547790936714915,7
27,816,641,370,350,290,311,236,263,181,126,50000,201812,114.51362242375238,22.547790936714915,7
28,1154,931,620,579,483,543,475,485,301,151,90000,201901,114.51362242375238,22.547790936714915,7
29,1649,1557,1470,1480,1613,1766,1521,1877,1731,1317,480000,201902,114.51362242375238,22.547790936714915,7
30,1495,1298,927,871,953,888,822,911,425,242,130000,201903,114.51362242375238,22.547790936714915,7
31,1814,1902,1702,1408,1504,1575,1751,1744,1442,1101,150000,201904,114.51362242375238,22.547790936714915,7
32,1232,1102,828,754,834,929,737,994,597,356,160000,201905,114.51362242375238,22.547790936714915,7
33,1021,959,545,519,478,596,440,492,323,157,40000,201906,114.51362242375238,22.547790936714915,7
34,1106,1019,677,823,616,747,518,488,265,154,20000,201907,114.51362242375238,22.547790936714915,7
35,1244,1099,694,704,713,770,632,730,441,259,50000,201908,114.51362242375238,22.547790936714915,7
36,1324,1226,1061,1107,1096,1256,955,1186,952,726,90000,201909,114.51362242375238,22.547790936714915,7
37,1144,942,608,542,538,591,499,491,248,110,40000,201910,114.51362242375238,22.547790936714915,7
38,1266,1221,868,803,645,623,556,505,318,187,40000,201911,114.51362242375238,22.547790936714915,7
39,954,890,508,385,320,271,312,251,218,128,50000,201912,114.51362242375238,22.547790936714915,7
40,1015,1017,579,542,404,444,393,341,320,204,10000,202001,114.51362242375238,22.547790936714915,7
41,1232,1073,724,620,569,644,525,550,320,234,40000,202002,114.51362242375238,22.547790936714915,7
42,1178,1024,700,655,623,659,580,544,402,219,30000,202003,114.51362242375238,22.547790936714915,7
43,1286,1120,806,733,777,850,733,749,461,271,50000,202004,114.51362242375238,22.547790936714915,7
44,1263,1147,872,738,751,735,793,772,627,468,40000,202005,114.51362242375238,22.547790936714915,7
45,988,925,538,459,373,400,354,329,328,185,30000,202006,114.51362242375238,22.547790936714915,7
46,1197,1208,804,641,665,590,651,692,570,320,40000,202007,114.51362242375238,22.547790936714915,7
47,1097,1035,558,383,351,367,385,339,286,212,10000,202008,114.51362242375238,22.547790936714915,7
48,1389,1314,942,823,889,1004,794,971,695,486,40000,202009,114.51362242375238,22.547790936714915,7
49,1138,1079,640,492,515,560,495,463,586,340,130000,202010,114.51362242375238,22.547790936714915,7
50,1114,1001,522,365,336,395,335,319,305,177,110000,202011,114.51362242375238,22.547790936714915,7
51,1212,1101,696,566,529,540,505,457,333,185,50000,202012,114.51362242375238,22.547790936714915,7
52,1231,1098,651,462,463,524,448,444,433,277,40000,202101,114.51362242375238,22.547790936714915,7
53,1238,1118,730,605,520,570,508,495,417,253,70000,202102,114.51362242375238,22.547790936714915,7
54,1421,1229,911,843,910,883,816,805,556,325,150000,202103,114.51362242375238,22.547790936714915,7
55,1240,1123,746,583,605,611,544,507,531,330,50000,202104,114.51362242375238,22.547790936714915,7
56,1437,1317,1144,1164,1229,1287,1196,1287,1219,793,80000,202105,114.51362242375238,22.547790936714915,7
57,1398,1513,1986,1816,2060,2281,1957,2226,2392,1427,270000,202106,114.51362242375238,22.547790936714915,4
58,2195,2643,3402,3197,3393,3792,3457,3847,4034,2795,90000,202107,114.51362242375238,22.547790936714915,4
59,1457,1708,2017,1821,1943,2159,2076,2190,2191,1436,80000,202108,114.51362242375238,22.547790936714915,4
60,1807,1908,2184,2091,2474,2687,2460,2811,2928,2063,110000,202109,114.51362242375238,22.547790936714915,4
61,1886,2375,2993,2710,3103,3269,2955,3264,3494,2457,80000,202110,114.51362242375238,22.547790936714915,4
62,1597,1905,2374,2250,2366,2518,2480,2553,2658,2055,30000,202111,114.51362242375238,22.547790936714915,4
63,1666,1995,2501,2432,2582,2656,2617,2671,2647,2175,20000,202112,114.51362242375238,22.547790936714915,4
