,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1068,1021,696,658,921,1137,1186,1152,651,390,240000,201609,114.51086946248915,22.547790936714915,7
1,1302,1198,931,959,1265,1277,1416,1342,984,590,200000,201610,114.51086946248915,22.547790936714915,7
2,1231,1102,922,823,851,874,1144,935,781,494,150000,201611,114.51086946248915,22.547790936714915,7
3,1231,1147,851,805,796,844,1087,856,716,407,130000,201612,114.51086946248915,22.547790936714915,7
4,1080,1013,748,718,824,754,947,914,594,382,160000,201701,114.51086946248915,22.547790936714915,7
5,1368,1209,952,862,997,916,1092,985,731,505,170000,201702,114.51086946248915,22.547790936714915,7
6,2190,1903,1683,1608,1708,1782,1569,1717,939,596,630000,201703,114.51086946248915,22.547790936714915,7
7,1215,1098,806,867,804,963,932,857,683,388,180000,201704,114.51086946248915,22.547790936714915,7
8,2805,2682,2679,2607,2883,3162,2721,3252,2654,2090,640000,201705,114.51086946248915,22.547790936714915,7
9,1932,1871,1677,1735,2152,2314,2127,2402,1717,1222,-100,201706,114.51086946248915,22.547790936714915,7
10,1059,1061,675,863,1422,1466,1533,1553,781,354,170000,201707,114.51086946248915,22.547790936714915,7
11,1059,1008,721,752,856,941,1006,1169,777,410,180000,201708,114.51086946248915,22.547790936714915,7
12,1076,1070,816,844,1383,1409,1870,1460,887,479,80000,201709,114.51086946248915,22.547790936714915,7
13,1152,1045,713,787,1117,1312,1653,1183,572,297,230000,201710,114.51086946248915,22.547790936714915,7
14,1136,1080,758,791,1061,1413,1642,1405,597,325,200000,201711,114.51086946248915,22.547790936714915,7
15,1233,1030,800,757,716,784,746,756,569,347,80000,201712,114.51086946248915,22.547790936714915,7
16,1149,1007,800,704,724,799,976,830,679,488,190000,201801,114.51086946248915,22.547790936714915,7
17,1218,1075,787,703,695,743,721,845,600,387,30000,201802,114.51086946248915,22.547790936714915,7
18,1180,1085,777,712,719,852,801,738,677,378,80000,201803,114.51086946248915,22.547790936714915,7
19,1562,1361,1066,1039,1085,1237,1032,1144,810,467,360000,201804,114.51086946248915,22.547790936714915,7
20,1114,1038,751,756,979,1040,1097,914,692,394,240000,201805,114.51086946248915,22.547790936714915,7
21,1084,932,673,665,886,1093,1190,1124,668,397,360000,201806,114.51086946248915,22.547790936714915,7
22,1059,1019,603,743,1173,1348,1713,1327,605,256,150000,201807,114.51086946248915,22.547790936714915,7
23,1099,1025,666,713,1061,1222,1542,1183,616,306,-100,201808,114.51086946248915,22.547790936714915,7
24,1139,1031,730,683,949,1096,1371,1039,628,357,200000,201809,114.51086946248915,22.547790936714915,7
25,1068,1068,819,876,978,1276,1758,1313,856,534,230000,201810,114.51086946248915,22.547790936714915,7
26,1218,1106,880,783,815,885,817,918,771,512,40000,201811,114.51086946248915,22.547790936714915,7
27,893,762,525,560,546,628,552,612,547,352,70000,201812,114.51086946248915,22.547790936714915,7
28,1391,1250,1069,1005,1037,1244,1374,1238,869,675,180000,201901,114.51086946248915,22.547790936714915,7
29,1414,1321,1187,1224,1326,1485,1364,1506,1360,903,180000,201902,114.51086946248915,22.547790936714915,7
30,1545,1351,1153,1121,1356,1361,1492,1506,976,750,470000,201903,114.51086946248915,22.547790936714915,7
31,1549,1535,1450,1285,1634,1570,1913,1787,1371,984,310000,201904,114.51086946248915,22.547790936714915,7
32,1159,1003,734,743,854,846,777,937,615,403,150000,201905,114.51086946248915,22.547790936714915,7
33,1074,1027,767,855,1190,1675,1680,1678,921,535,250000,201906,114.51086946248915,22.547790936714915,7
34,1251,1403,1086,1134,1593,1770,2373,1666,1194,704,230000,201907,114.51086946248915,22.547790936714915,7
35,1258,1278,944,1091,1616,1880,2332,2248,1252,752,300000,201908,114.51086946248915,22.547790936714915,7
36,1183,1220,908,1276,1648,2016,2044,1941,1125,770,100000,201909,114.51086946248915,22.547790936714915,7
37,1640,1742,1939,1406,1566,1659,1944,1444,1722,1088,60000,201910,114.51086946248915,22.547790936714915,7
38,2109,2535,3240,3383,3709,4010,3706,4092,4632,3570,50000,201911,114.51086946248915,22.547790936714915,7
39,1724,2155,2824,2963,3230,3462,3080,3477,3713,2700,30000,201912,114.51086946248915,22.547790936714915,4
40,1185,1182,1267,1364,1404,1432,1278,1378,1151,821,80000,202001,114.51086946248915,22.547790936714915,4
41,1455,1452,1527,1559,1698,1794,1582,1764,1607,1194,260000,202002,114.51086946248915,22.547790936714915,4
42,1521,1568,1741,1921,2140,2275,1864,2328,2447,1508,90000,202003,114.51086946248915,22.547790936714915,4
43,1868,2023,2325,2558,2824,3130,2575,3289,3459,2610,90000,202004,114.51086946248915,22.547790936714915,4
44,2034,2337,2690,2657,2852,3192,2716,3262,3194,2361,50000,202005,114.51086946248915,22.547790936714915,4
45,1724,1981,2127,2269,2905,3337,3154,3575,3529,2207,170000,202006,114.51086946248915,22.547790936714915,4
46,997,885,733,776,999,1132,1039,1170,832,494,90000,202007,114.51086946248915,22.547790936714915,4
47,1395,1582,1361,1741,2926,3436,3241,3648,2914,1588,160000,202008,114.51086946248915,22.547790936714915,4
48,1344,1363,1107,1360,2527,3150,2859,3531,2544,1221,200000,202009,114.51086946248915,22.547790936714915,4
49,1154,1282,1019,1472,2693,3256,3065,3639,2372,1094,40000,202010,114.51086946248915,22.547790936714915,4
50,1277,1377,1263,1828,2819,3216,3125,3532,2602,1422,140000,202011,114.51086946248915,22.547790936714915,4
51,1264,1288,1248,1602,2235,2511,2500,2823,2381,1348,100000,202012,114.51086946248915,22.547790936714915,4
