,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,891,806,514,683,881,1021,612,1072,570,301,60000,201609,114.51235182624627,22.547790936714915,7
1,1494,1384,1204,1303,1681,1936,1703,1913,1471,917,290000,201610,114.51235182624627,22.547790936714915,7
2,1151,1024,698,746,701,884,558,881,729,429,20000,201611,114.51235182624627,22.547790936714915,7
3,1237,1114,819,828,924,882,754,998,733,425,20000,201612,114.51235182624627,22.547790936714915,7
4,1188,1065,788,675,679,743,969,769,547,348,90000,201701,114.51235182624627,22.547790936714915,7
5,1378,1247,968,941,997,1039,866,990,738,467,70000,201702,114.51235182624627,22.547790936714915,7
6,2211,1936,1689,1612,1678,1758,1542,1664,844,491,490000,201703,114.51235182624627,22.547790936714915,7
7,1270,1222,954,1002,1117,1065,867,1065,885,616,90000,201704,114.51235182624627,22.547790936714915,7
8,1190,1143,852,1014,1216,1180,825,1295,887,589,-100,201705,114.51235182624627,22.547790936714915,7
9,1110,1065,750,1026,1315,1296,783,1526,890,562,-100,201706,114.51235182624627,22.547790936714915,7
10,1030,987,649,1039,1414,1412,741,1757,893,536,70000,201707,114.51235182624627,22.547790936714915,7
11,1032,1062,723,889,1133,1414,838,1477,835,495,70000,201708,114.51235182624627,22.547790936714915,7
12,1016,909,593,661,779,932,523,895,482,272,20000,201709,114.51235182624627,22.547790936714915,7
13,1151,1038,806,942,1056,1173,1071,1283,700,446,180000,201710,114.51235182624627,22.547790936714915,7
14,1205,1109,864,1032,1162,1363,1157,1409,651,388,140000,201711,114.51235182624627,22.547790936714915,7
15,1308,1186,977,985,959,958,989,1035,777,515,90000,201712,114.51235182624627,22.547790936714915,7
16,1167,1001,752,871,749,725,839,790,685,477,160000,201801,114.51235182624627,22.547790936714915,7
17,1328,1238,971,1035,997,1151,845,1019,882,577,20000,201802,114.51235182624627,22.547790936714915,7
18,1092,1062,817,972,954,1074,684,995,942,659,50000,201803,114.51235182624627,22.547790936714915,7
19,1664,1470,1290,1207,1335,1392,1368,1395,973,720,120000,201804,114.51235182624627,22.547790936714915,7
20,1043,960,645,902,1098,1295,565,1210,940,585,40000,201805,114.51235182624627,22.547790936714915,7
21,1059,925,686,884,1112,1092,695,1205,819,502,110000,201806,114.51235182624627,22.547790936714915,7
22,1113,1076,718,812,1237,1407,1225,1351,624,340,180000,201807,114.51235182624627,22.547790936714915,7
23,1057,970,643,757,997,1165,872,1149,570,311,-100,201808,114.51235182624627,22.547790936714915,7
24,1001,864,569,703,758,924,519,948,516,283,10000,201809,114.51235182624627,22.547790936714915,7
25,1140,1111,932,779,794,968,1305,958,704,491,200000,201810,114.51235182624627,22.547790936714915,7
26,1402,1314,1251,1093,1270,1393,1696,1409,1389,793,230000,201811,114.51235182624627,22.547790936714915,7
27,945,832,648,659,666,677,537,737,562,382,30000,201812,114.51235182624627,22.547790936714915,7
28,1207,1101,780,862,878,861,835,864,698,437,40000,201901,114.51235182624627,22.547790936714915,7
29,1870,1661,1479,1403,1544,1683,1692,1698,1428,948,440000,201902,114.51235182624627,22.547790936714915,7
30,1500,1286,1052,1090,1212,1253,1138,1237,908,553,270000,201903,114.51235182624627,22.547790936714915,7
31,1921,1889,1905,1744,1956,2215,2119,2252,1811,1206,80000,201904,114.51235182624627,22.547790936714915,7
32,1297,1112,822,920,1093,1236,1203,1287,742,386,360000,201905,114.51235182624627,22.547790936714915,7
33,985,820,566,789,1080,1256,801,1163,695,348,120000,201906,114.51235182624627,22.547790936714915,7
34,1176,1185,914,879,1115,1491,1365,1555,759,440,200000,201907,114.51235182624627,22.547790936714915,7
35,1146,1034,757,848,1108,1283,1090,1253,772,399,320000,201908,114.51235182624627,22.547790936714915,7
36,937,859,586,873,1077,1264,640,1321,769,478,80000,201909,114.51235182624627,22.547790936714915,7
37,1214,1082,770,766,916,1074,1023,1203,522,250,220000,201910,114.51235182624627,22.547790936714915,7
38,1661,1807,2010,1503,1637,1806,2142,1661,1766,1279,40000,201911,114.51235182624627,22.547790936714915,4
39,1241,1342,1529,1160,1276,1147,1428,1050,927,649,30000,201912,114.51235182624627,22.547790936714915,4
40,1313,1424,1679,1463,1405,1426,1706,1377,1064,793,20000,202001,114.51235182624627,22.547790936714915,4
41,1461,1487,1676,1404,1380,1482,1774,1562,1159,881,40000,202002,114.51235182624627,22.547790936714915,4
42,1559,1629,1860,1520,1538,1901,2005,1757,1626,1134,80000,202003,114.51235182624627,22.547790936714915,4
43,1831,2030,2366,2155,2328,2529,2626,2745,2644,1991,20000,202004,114.51235182624627,22.547790936714915,4
44,1819,2116,2524,1817,2085,2321,2597,2235,2068,1523,30000,202005,114.51235182624627,22.547790936714915,4
45,1794,1946,2043,1405,1527,1605,1953,1642,1209,801,60000,202006,114.51235182624627,22.547790936714915,4
46,2165,2422,2787,2143,2231,2343,2731,2285,1978,1471,20000,202007,114.51235182624627,22.547790936714915,4
47,1916,2123,2435,1776,1785,2225,2318,2122,1652,1042,40000,202008,114.51235182624627,22.547790936714915,4
48,1549,1518,1447,1204,1401,1498,1480,1519,988,628,120000,202009,114.51235182624627,22.547790936714915,4
49,1538,1688,1761,1350,1212,1437,1778,1448,1260,780,80000,202010,114.51235182624627,22.547790936714915,4
50,1744,1902,2062,1821,1754,2023,2306,2036,1566,1220,30000,202011,114.51235182624627,22.547790936714915,4
51,1606,1669,1799,1471,1535,1668,1910,1602,1275,930,40000,202012,114.51235182624627,22.547790936714915,4
52,1805,1916,2162,1481,1424,1652,2247,1728,1438,1071,20000,202101,114.51235182624627,22.547790936714915,4
53,1826,2038,2254,1881,1993,2150,2473,2199,1726,1421,50000,202102,114.51235182624627,22.547790936714915,4
54,1665,1621,1719,1459,1616,1653,1961,1711,1643,1173,200000,202103,114.51235182624627,22.547790936714915,4
55,1630,1774,1928,2076,2239,2472,2044,2538,2411,1769,60000,202104,114.51235182624627,22.547790936714915,4
56,2534,3139,4030,3720,3912,4475,4139,4651,4760,3260,30000,202105,114.51235182624627,22.547790936714915,4
57,1828,2124,2596,2516,2695,3085,2626,3172,3209,2183,170000,202106,114.51235182624627,22.547790936714915,4
58,1915,1978,2166,1857,2192,2601,2355,2627,2237,1363,90000,202107,114.51235182624627,22.547790936714915,4
59,1500,1766,1951,1994,2429,2774,2352,2829,2572,1560,90000,202108,114.51235182624627,22.547790936714915,4
60,1764,1881,2125,1932,2414,2837,2552,2943,2725,1746,110000,202109,114.51235182624627,22.547790936714915,4
61,2328,2732,3178,2814,3135,3464,3290,3645,3563,2452,50000,202110,114.51235182624627,22.547790936714915,4
62,1643,1955,2402,2324,2557,2663,2388,2708,2698,2113,20000,202111,114.51235182624627,22.547790936714915,4
63,1656,1886,2249,2430,2529,2637,2266,2664,2775,2273,20000,202112,114.51235182624627,22.547790936714915,4
