,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,862,761,448,442,363,396,311,316,199,123,10000,201609,114.51341065750135,22.548496229903165,7
1,1135,956,645,663,627,613,750,548,391,191,40000,201610,114.51341065750135,22.548496229903165,7
2,1083,999,587,561,457,455,400,409,174,109,20000,201611,114.51341065750135,22.548496229903165,7
3,1079,937,637,691,470,544,423,375,243,146,30000,201612,114.51341065750135,22.548496229903165,7
4,950,835,431,357,254,245,214,208,111,63,30000,201701,114.51341065750135,22.548496229903165,7
5,1226,1014,668,643,598,597,513,522,227,124,50000,201702,114.51341065750135,22.548496229903165,7
6,2269,1988,1787,1723,1809,1900,1656,1845,1024,614,700000,201703,114.51341065750135,22.548496229903165,7
7,1055,910,572,545,462,443,423,407,230,151,90000,201704,114.51341065750135,22.548496229903165,7
8,2141,1838,1532,1388,1461,1524,1496,1451,834,478,620000,201705,114.51341065750135,22.548496229903165,7
9,1531,1288,973,916,873,956,888,831,502,282,-100,201706,114.51341065750135,22.548496229903165,7
10,921,738,414,445,285,388,281,212,171,87,40000,201707,114.51341065750135,22.548496229903165,7
11,1156,987,794,1006,1169,1345,934,1300,845,388,40000,201708,114.51341065750135,22.548496229903165,7
12,995,852,546,463,494,526,427,383,245,145,10000,201709,114.51341065750135,22.548496229903165,7
13,1041,838,529,507,457,492,439,405,182,99,30000,201710,114.51341065750135,22.548496229903165,7
14,1039,844,523,477,400,322,361,289,185,112,30000,201711,114.51341065750135,22.548496229903165,7
15,1462,1397,1165,922,842,871,1115,835,632,436,110000,201712,114.51341065750135,22.548496229903165,7
16,1201,1155,905,765,766,796,954,759,560,479,180000,201801,114.51341065750135,22.548496229903165,7
17,1501,1487,1351,990,955,978,1298,1055,766,596,60000,201802,114.51341065750135,22.548496229903165,7
18,1349,1384,1271,877,869,1092,1266,927,808,509,80000,201803,114.51341065750135,22.548496229903165,7
19,1656,1519,1402,1187,1226,1423,1460,1305,972,629,170000,201804,114.51341065750135,22.548496229903165,7
20,1545,1637,1460,1088,1007,1049,1403,964,814,567,40000,201805,114.51341065750135,22.548496229903165,7
21,1442,1617,1482,974,992,1143,1391,1146,830,641,40000,201806,114.51341065750135,22.548496229903165,7
22,1272,1202,898,711,700,796,815,733,543,354,20000,201807,114.51341065750135,22.548496229903165,7
23,1282,1235,999,778,720,770,863,745,517,371,-100,201808,114.51341065750135,22.548496229903165,7
24,1293,1268,1101,846,740,745,911,757,492,388,30000,201809,114.51341065750135,22.548496229903165,7
25,1055,1132,701,741,500,633,485,608,535,404,70000,201810,114.51341065750135,22.548496229903165,7
26,1552,1595,1400,971,984,1081,1408,1069,844,636,40000,201811,114.51341065750135,22.548496229903165,7
27,1244,1315,1075,908,835,829,1121,815,553,409,40000,201812,114.51341065750135,22.548496229903165,7
28,1511,1468,1472,1511,1495,1723,1708,1747,1181,801,100000,201901,114.51341065750135,22.548496229903165,7
29,1509,1461,1250,1262,1307,1312,1386,1384,1263,864,150000,201902,114.51341065750135,22.548496229903165,7
30,1573,1419,1258,1095,1216,1218,1287,1269,915,695,250000,201903,114.51341065750135,22.548496229903165,7
31,2033,2156,2177,1864,2068,2155,2384,2370,2267,1696,70000,201904,114.51341065750135,22.548496229903165,7
32,1577,1703,1545,1017,1097,1171,1618,1290,947,648,110000,201905,114.51341065750135,22.548496229903165,7
33,1259,1293,970,869,857,938,1001,912,588,341,120000,201906,114.51341065750135,22.548496229903165,7
34,1278,1376,1129,965,895,927,1106,880,680,440,110000,201907,114.51341065750135,22.548496229903165,7
35,1262,1307,936,804,848,956,985,990,679,419,220000,201908,114.51341065750135,22.548496229903165,7
36,1523,1606,1479,1495,1447,1526,1498,1592,1262,974,30000,201909,114.51341065750135,22.548496229903165,7
37,1365,1374,1074,919,959,998,1126,930,684,397,100000,201910,114.51341065750135,22.548496229903165,7
38,1392,1349,1021,898,918,956,1123,965,616,417,120000,201911,114.51341065750135,22.548496229903165,7
39,1210,1276,1109,1019,922,1047,819,838,792,487,40000,201912,114.51341065750135,22.548496229903165,7
40,1126,1119,881,1110,908,1081,743,1027,844,609,80000,202001,114.51341065750135,22.548496229903165,7
41,1361,1270,1059,1086,1156,1163,1070,1072,908,662,130000,202002,114.51341065750135,22.548496229903165,7
42,1353,1313,1109,1167,1056,1293,1056,1140,1075,664,110000,202003,114.51341065750135,22.548496229903165,7
43,1477,1532,1434,1308,1285,1368,1509,1445,1305,937,80000,202004,114.51341065750135,22.548496229903165,7
44,1394,1406,1270,1191,1450,1521,1225,1582,1575,1134,190000,202005,114.51341065750135,22.548496229903165,7
45,1734,2113,2548,2366,2496,2847,2486,2765,2938,1807,100000,202006,114.51341065750135,22.548496229903165,4
46,2783,3368,4040,3540,3893,4161,3904,4372,4084,2901,80000,202007,114.51341065750135,22.548496229903165,4
47,1918,2146,2462,2333,2540,2904,2690,2975,3051,2095,170000,202008,114.51341065750135,22.548496229903165,4
48,1826,2097,2477,2313,2622,3006,2680,3121,3589,2570,220000,202009,114.51341065750135,22.548496229903165,4
49,1850,2237,2643,2576,2708,2950,2735,3105,3187,2374,70000,202010,114.51341065750135,22.548496229903165,4
50,2076,2493,3016,2970,3192,3310,3214,3365,3595,2843,30000,202011,114.51341065750135,22.548496229903165,4
51,1855,2121,2510,2447,2557,2716,2696,2764,2993,2349,40000,202012,114.51341065750135,22.548496229903165,4
52,2074,2373,2889,2859,3062,3189,3164,3172,3341,2653,50000,202101,114.51341065750135,22.548496229903165,4
53,1908,2217,2698,2653,2733,2883,2837,2990,3191,2519,50000,202102,114.51341065750135,22.548496229903165,4
54,1807,1898,2199,2071,2342,2517,2545,2693,3068,2280,70000,202103,114.51341065750135,22.548496229903165,4
55,1954,2181,2553,2304,2545,2592,2742,2763,2722,2064,30000,202104,114.51341065750135,22.548496229903165,4
56,2087,2367,2765,2711,2847,3111,2732,3145,3287,2454,30000,202105,114.51341065750135,22.548496229903165,4
57,1482,1610,1750,1608,1794,1913,1782,1887,1935,1147,90000,202106,114.51341065750135,22.548496229903165,4
58,1648,1821,2094,1669,1770,2062,1640,2039,1796,1099,70000,202107,114.51341065750135,22.548496229903165,4
59,1161,1311,1223,1179,1082,1181,921,1092,816,480,60000,202108,114.51341065750135,22.548496229903165,4
60,1603,1676,1768,1690,2074,2355,1998,2462,2317,1474,260000,202109,114.51341065750135,22.548496229903165,4
61,1569,1805,1973,1971,2281,2495,2120,2725,2503,1600,190000,202110,114.51341065750135,22.548496229903165,4
62,1550,1736,2001,2085,2197,2357,2066,2362,2189,1550,30000,202111,114.51341065750135,22.548496229903165,4
63,1246,1217,1356,1424,1492,1617,1393,1617,1787,1280,200000,202112,114.51341065750135,22.548496229903165,4
