,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,871,771,448,649,658,714,323,789,422,269,20000,201609,114.51341065750135,22.54826113217375,7
1,1263,979,696,787,851,898,903,805,643,330,110000,201610,114.51341065750135,22.54826113217375,7
2,1085,1004,597,695,651,711,394,618,410,239,10000,201611,114.51341065750135,22.54826113217375,7
3,1129,990,702,922,814,821,520,772,551,293,20000,201612,114.51341065750135,22.54826113217375,7
4,970,830,420,414,283,285,210,271,172,114,20000,201701,114.51341065750135,22.54826113217375,7
5,1225,1019,673,722,748,714,550,626,491,257,120000,201702,114.51341065750135,22.54826113217375,7
6,2276,2024,1823,1772,1874,1964,1744,1923,1144,682,780000,201703,114.51341065750135,22.54826113217375,7
7,1074,915,585,764,704,628,432,608,483,304,40000,201704,114.51341065750135,22.54826113217375,7
8,2171,1890,1650,1526,1637,1712,1566,1615,993,550,710000,201705,114.51341065750135,22.54826113217375,7
9,1544,1320,1042,1089,1174,1233,937,1255,703,379,-100,201706,114.51341065750135,22.54826113217375,7
10,917,750,434,653,711,754,309,896,414,208,30000,201707,114.51341065750135,22.54826113217375,7
11,1308,1189,1032,1265,1560,1852,1254,1858,1372,746,80000,201708,114.51341065750135,22.54826113217375,7
12,1016,890,594,651,693,764,503,809,408,245,20000,201709,114.51341065750135,22.54826113217375,7
13,1040,839,536,552,521,585,434,590,221,127,30000,201710,114.51341065750135,22.54826113217375,7
14,1041,829,522,518,417,431,371,395,204,108,40000,201711,114.51341065750135,22.54826113217375,7
15,1455,1379,1172,1088,1036,995,1013,1029,805,604,80000,201712,114.51341065750135,22.54826113217375,7
16,1332,1397,1254,985,960,975,1218,942,691,567,90000,201801,114.51341065750135,22.54826113217375,7
17,1382,1277,1200,1146,1149,1179,1047,1076,914,631,50000,201802,114.51341065750135,22.54826113217375,7
18,1437,1520,1469,1414,1404,1414,1481,1515,1316,973,40000,201803,114.51341065750135,22.54826113217375,7
19,1637,1487,1272,1189,1312,1384,1271,1421,1043,717,220000,201804,114.51341065750135,22.54826113217375,7
20,1540,1660,1642,1421,1327,1374,1446,1562,1382,932,20000,201805,114.51341065750135,22.54826113217375,7
21,1520,1523,1474,1382,1422,1485,1508,1337,1133,795,30000,201806,114.51341065750135,22.54826113217375,7
22,1281,1199,1050,879,946,1061,995,1032,667,424,70000,201807,114.51341065750135,22.54826113217375,7
23,1342,1377,1166,911,942,1131,1062,1067,769,487,-100,201808,114.51341065750135,22.54826113217375,7
24,1403,1555,1282,944,939,1202,1130,1102,871,550,20000,201809,114.51341065750135,22.54826113217375,7
25,1275,1330,1188,1014,954,842,1042,786,687,516,70000,201810,114.51341065750135,22.54826113217375,7
26,1501,1559,1306,1128,1077,1095,1117,1093,1006,659,40000,201811,114.51341065750135,22.54826113217375,7
27,1244,1302,1046,963,909,1018,913,959,851,539,70000,201812,114.51341065750135,22.54826113217375,7
28,1610,1664,1582,1458,1709,1660,1814,1797,1348,949,50000,201901,114.51341065750135,22.54826113217375,7
29,1738,1654,1557,1496,1579,1671,1643,1690,1676,1132,190000,201902,114.51341065750135,22.54826113217375,7
30,1663,1577,1416,1383,1514,1530,1690,1538,1314,875,330000,201903,114.51341065750135,22.54826113217375,7
