,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,966,937,664,833,723,826,482,859,738,545,30000,201609,114.51171652749322,22.54802603444433,7
1,1134,974,752,849,971,1081,803,1011,892,509,110000,201610,114.51171652749322,22.54802603444433,7
2,1171,1012,662,585,504,517,426,512,448,280,20000,201611,114.51171652749322,22.54802603444433,7
3,1075,932,553,520,472,494,383,428,471,262,10000,201612,114.51171652749322,22.54802603444433,7
4,999,854,490,471,397,354,262,387,360,250,20000,201701,114.51171652749322,22.54802603444433,7
5,1508,1359,1212,1365,1509,1550,1427,1698,990,611,150000,201702,114.51171652749322,22.54802603444433,7
6,2192,1923,1703,1633,1713,1780,1538,1724,937,575,570000,201703,114.51171652749322,22.54802603444433,7
7,1094,852,549,646,572,648,460,594,539,334,50000,201704,114.51171652749322,22.54802603444433,7
8,1132,939,620,706,616,645,448,631,599,367,-100,201705,114.51171652749322,22.54802603444433,7
9,1170,1026,692,766,660,643,436,669,660,400,-100,201706,114.51171652749322,22.54802603444433,7
10,1209,1113,764,827,704,641,425,707,721,434,40000,201707,114.51171652749322,22.54802603444433,7
11,929,780,446,535,545,434,345,597,520,288,20000,201708,114.51171652749322,22.54802603444433,7
12,1010,850,612,619,726,701,519,796,540,349,40000,201709,114.51171652749322,22.54802603444433,7
13,1189,1045,795,966,1244,1314,1265,1375,790,428,280000,201710,114.51171652749322,22.54802603444433,7
14,1070,989,594,514,545,683,620,706,407,240,60000,201711,114.51171652749322,22.54802603444433,7
15,1173,932,634,644,604,668,490,596,423,273,90000,201712,114.51171652749322,22.54802603444433,7
16,1017,884,530,533,500,492,424,522,400,307,140000,201801,114.51171652749322,22.54802603444433,7
17,1147,1042,667,696,651,654,484,656,517,334,20000,201802,114.51171652749322,22.54802603444433,7
18,1105,959,641,680,668,697,504,631,468,320,30000,201803,114.51171652749322,22.54802603444433,7
19,1613,1431,1120,1125,1121,1236,959,1167,761,503,180000,201804,114.51171652749322,22.54802603444433,7
20,1028,912,548,522,518,516,366,425,382,259,10000,201805,114.51171652749322,22.54802603444433,7
21,1019,829,545,550,544,635,495,644,434,299,30000,201806,114.51171652749322,22.54802603444433,7
22,989,854,528,519,559,618,503,540,373,185,40000,201807,114.51171652749322,22.54802603444433,7
23,991,850,517,488,506,539,420,508,332,180,-100,201808,114.51171652749322,22.54802603444433,7
24,994,846,506,457,453,461,337,476,292,175,40000,201809,114.51171652749322,22.54802603444433,7
25,1044,964,581,514,503,687,618,714,475,298,140000,201810,114.51171652749322,22.54802603444433,7
26,1170,1032,649,720,641,628,445,661,559,402,70000,201811,114.51171652749322,22.54802603444433,7
27,887,785,414,635,485,476,298,466,348,271,10000,201812,114.51171652749322,22.54802603444433,7
28,1166,1002,632,677,604,653,542,580,521,322,60000,201901,114.51171652749322,22.54802603444433,7
29,1398,1267,1022,1075,1121,1216,1060,1272,1025,730,90000,201902,114.51171652749322,22.54802603444433,7
30,1507,1302,1027,985,1006,1070,891,1041,689,485,190000,201903,114.51171652749322,22.54802603444433,7
31,1457,1365,999,1014,1143,1172,873,1279,1142,821,250000,201904,114.51171652749322,22.54802603444433,7
32,1139,965,623,686,737,714,589,749,515,316,30000,201905,114.51171652749322,22.54802603444433,7
33,1374,1255,1119,1229,1190,1228,1002,1231,835,492,50000,201906,114.51171652749322,22.54802603444433,7
34,1005,890,565,522,542,587,448,473,400,231,40000,201907,114.51171652749322,22.54802603444433,7
35,1145,1044,660,626,656,726,605,804,482,261,50000,201908,114.51171652749322,22.54802603444433,7
36,1649,1670,1492,1327,1351,1404,1351,1462,1097,872,30000,201909,114.51171652749322,22.54802603444433,7
37,1197,1052,660,643,631,678,538,564,365,175,70000,201910,114.51171652749322,22.54802603444433,7
38,1226,1097,723,698,651,682,576,691,428,244,110000,201911,114.51171652749322,22.54802603444433,7
39,974,896,530,432,374,363,315,373,332,187,20000,201912,114.51171652749322,22.54802603444433,7
40,995,915,568,492,374,381,337,376,314,203,20000,202001,114.51171652749322,22.54802603444433,7
41,1242,1086,723,693,677,682,546,582,368,241,30000,202002,114.51171652749322,22.54802603444433,7
42,1303,1193,890,790,746,822,697,741,590,392,10000,202003,114.51171652749322,22.54802603444433,7
43,1303,1130,826,828,889,994,760,925,664,454,50000,202004,114.51171652749322,22.54802603444433,7
44,3081,3106,3189,2955,2759,3155,3476,3037,2816,1913,70000,202005,114.51171652749322,22.54802603444433,7
45,973,893,612,622,491,466,350,492,429,368,30000,202006,114.51171652749322,22.54802603444433,7
46,990,1022,691,752,567,600,478,591,583,423,30000,202007,114.51171652749322,22.54802603444433,7
47,1019,1085,634,618,557,516,381,573,408,277,50000,202008,114.51171652749322,22.54802603444433,7
48,1343,1293,934,827,951,1113,796,1002,659,395,180000,202009,114.51171652749322,22.54802603444433,7
49,1003,1013,603,584,499,531,407,470,362,187,20000,202010,114.51171652749322,22.54802603444433,7
50,1093,1077,672,674,530,543,387,475,414,254,30000,202011,114.51171652749322,22.54802603444433,7
51,1194,1233,835,804,659,703,559,601,399,235,30000,202012,114.51171652749322,22.54802603444433,7
52,1220,1142,691,698,593,548,406,570,422,277,50000,202101,114.51171652749322,22.54802603444433,7
53,1225,1221,817,788,675,626,495,666,492,337,40000,202102,114.51171652749322,22.54802603444433,7
54,1432,1264,945,940,988,985,784,969,628,362,130000,202103,114.51171652749322,22.54802603444433,7
55,1937,2288,2985,3134,3408,3619,3192,3733,4273,2746,140000,202104,114.51171652749322,22.54802603444433,4
56,2314,2877,3778,3719,3946,4470,3938,4530,5198,3343,50000,202105,114.51171652749322,22.54802603444433,4
57,1841,2273,2952,2839,3297,3676,3184,3804,4041,2456,130000,202106,114.51171652749322,22.54802603444433,4
58,2228,2795,3584,3558,3857,4434,3837,4545,5088,3248,180000,202107,114.51171652749322,22.54802603444433,4
59,1578,1896,2334,2213,2487,2802,2713,2819,2969,1786,60000,202108,114.51171652749322,22.54802603444433,4
60,1524,1431,1407,1344,1561,1727,1670,1727,1334,858,210000,202109,114.51171652749322,22.54802603444433,4
61,1939,2352,2974,2670,3081,3303,3318,3541,3772,2439,200000,202110,114.51171652749322,22.54802603444433,4
62,1809,2207,2794,2414,2597,2907,2903,2903,3054,2249,20000,202111,114.51171652749322,22.54802603444433,4
63,1385,1461,1703,1830,1973,2127,1802,2156,2428,1935,90000,202112,114.51171652749322,22.54802603444433,4
