,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,887,806,463,446,453,588,341,508,434,202,50000,201609,114.51214005999526,22.54826113217375,7
1,1417,1265,931,938,1109,1066,1273,1220,945,519,540000,201610,114.51214005999526,22.54826113217375,7
2,1121,943,597,579,545,569,429,603,466,259,10000,201611,114.51214005999526,22.54826113217375,7
3,1141,982,590,538,439,499,411,513,450,273,10000,201612,114.51214005999526,22.54826113217375,7
4,1030,926,462,505,480,604,301,570,557,337,10000,201701,114.51214005999526,22.54826113217375,7
5,1266,1052,706,690,704,646,556,717,494,299,200000,201702,114.51214005999526,22.54826113217375,7
6,2173,1926,1650,1569,1645,1696,1468,1606,808,465,480000,201703,114.51214005999526,22.54826113217375,7
7,1079,895,594,641,579,610,463,625,540,342,30000,201704,114.51214005999526,22.54826113217375,7
8,1096,918,609,637,552,687,447,622,570,339,-100,201705,114.51214005999526,22.54826113217375,7
9,1113,941,624,633,525,764,432,619,600,337,-100,201706,114.51214005999526,22.54826113217375,7
10,1130,965,640,629,499,842,417,617,631,335,50000,201707,114.51214005999526,22.54826113217375,7
11,924,798,455,511,492,634,339,554,492,240,20000,201708,114.51214005999526,22.54826113217375,7
12,997,859,555,497,551,526,454,480,370,194,30000,201709,114.51214005999526,22.54826113217375,7
13,1135,1000,665,780,794,984,658,959,640,386,40000,201710,114.51214005999526,22.54826113217375,7
14,1060,922,546,699,714,809,420,801,637,376,30000,201711,114.51214005999526,22.54826113217375,7
15,1281,1178,697,736,661,714,511,700,600,428,100000,201712,114.51214005999526,22.54826113217375,7
16,1053,885,543,622,567,654,446,598,554,402,70000,201801,114.51214005999526,22.54826113217375,7
17,1173,1105,707,822,762,664,511,724,649,416,20000,201802,114.51214005999526,22.54826113217375,7
18,1128,1117,835,801,718,798,703,781,722,513,70000,201803,114.51214005999526,22.54826113217375,7
19,1561,1343,1029,1085,1152,1293,955,1278,1018,666,270000,201804,114.51214005999526,22.54826113217375,7
20,1055,895,542,583,486,445,367,485,532,342,10000,201805,114.51214005999526,22.54826113217375,7
21,1055,898,587,641,702,785,477,677,475,312,20000,201806,114.51214005999526,22.54826113217375,7
22,1214,1132,800,738,756,787,657,743,684,491,30000,201807,114.51214005999526,22.54826113217375,7
23,1198,1133,723,635,620,641,524,582,498,324,-100,201808,114.51214005999526,22.54826113217375,7
24,1183,1134,646,533,485,496,391,422,312,158,20000,201809,114.51214005999526,22.54826113217375,7
25,1057,977,469,662,657,575,315,586,712,458,40000,201810,114.51214005999526,22.54826113217375,7
26,1122,947,615,650,604,643,446,729,588,350,50000,201811,114.51214005999526,22.54826113217375,7
27,862,711,419,479,425,425,248,428,410,262,20000,201812,114.51214005999526,22.54826113217375,7
28,1182,1027,635,609,513,603,459,574,480,304,60000,201901,114.51214005999526,22.54826113217375,7
29,1460,1333,1079,1091,1177,1238,1068,1290,1051,743,120000,201902,114.51214005999526,22.54826113217375,7
30,1479,1260,931,888,951,983,835,965,608,383,210000,201903,114.51214005999526,22.54826113217375,7
31,2097,2228,2265,1900,2101,2233,2363,2250,2158,1537,40000,201904,114.51214005999526,22.54826113217375,7
32,1165,1011,680,695,767,927,599,871,650,380,30000,201905,114.51214005999526,22.54826113217375,7
33,1043,883,591,593,597,806,549,759,494,238,60000,201906,114.51214005999526,22.54826113217375,7
34,984,851,497,544,611,602,429,606,561,286,20000,201907,114.51214005999526,22.54826113217375,7
35,1151,1022,641,637,692,784,628,925,543,296,50000,201908,114.51214005999526,22.54826113217375,7
36,1117,1080,817,675,634,835,686,713,596,382,60000,201909,114.51214005999526,22.54826113217375,7
37,1195,997,622,623,721,755,509,696,491,244,60000,201910,114.51214005999526,22.54826113217375,7
38,1194,1005,663,653,670,667,558,688,458,242,50000,201911,114.51214005999526,22.54826113217375,7
39,966,895,523,480,344,391,297,400,380,185,20000,201912,114.51214005999526,22.54826113217375,7
40,1005,903,526,474,376,368,334,343,347,223,40000,202001,114.51214005999526,22.54826113217375,7
41,1224,1066,695,696,701,696,530,618,569,354,30000,202002,114.51214005999526,22.54826113217375,7
42,1219,1067,732,667,686,663,572,675,467,289,20000,202003,114.51214005999526,22.54826113217375,7
43,1290,1125,814,762,796,828,704,775,491,290,50000,202004,114.51214005999526,22.54826113217375,7
44,2854,2909,3005,2402,2541,2723,3074,2870,2487,1716,30000,202005,114.51214005999526,22.54826113217375,7
45,984,876,569,666,555,634,327,556,823,552,40000,202006,114.51214005999526,22.54826113217375,7
