,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1001,934,613,696,1051,1419,903,1407,673,341,190000,201609,114.51086946248915,22.54802603444433,7
1,1283,1086,830,985,1238,1582,1199,1453,1023,578,250000,201610,114.51086946248915,22.54802603444433,7
2,1254,1139,911,828,857,1027,1012,1059,941,512,160000,201611,114.51086946248915,22.54802603444433,7
3,1197,1106,858,783,1038,1105,1019,1091,816,526,170000,201612,114.51086946248915,22.54802603444433,7
4,1101,1034,796,881,1036,1173,1100,1022,820,538,50000,201701,114.51086946248915,22.54802603444433,7
5,1360,1197,927,1002,968,1178,958,1024,800,645,140000,201702,114.51086946248915,22.54802603444433,7
6,2188,1928,1737,1659,1746,1882,1582,1829,1084,706,770000,201703,114.51086946248915,22.54802603444433,7
7,1182,1100,793,903,1111,1224,896,1214,837,583,160000,201704,114.51086946248915,22.54802603444433,7
8,1133,1074,738,906,1313,1373,1059,1480,849,550,-100,201705,114.51086946248915,22.54802603444433,7
9,1084,1048,683,909,1515,1522,1222,1747,862,517,-100,201706,114.51086946248915,22.54802603444433,7
10,1036,1022,628,913,1717,1671,1386,2014,875,484,250000,201707,114.51086946248915,22.54802603444433,7
11,1014,956,649,796,1177,1144,883,1276,826,495,140000,201708,114.51086946248915,22.54802603444433,7
12,1052,997,708,784,1142,1384,1504,1482,719,375,140000,201709,114.51086946248915,22.54802603444433,7
13,1144,1041,741,848,1221,1186,1567,1406,724,409,360000,201710,114.51086946248915,22.54802603444433,7
14,1163,1092,808,863,1273,1244,1863,1300,815,451,290000,201711,114.51086946248915,22.54802603444433,7
15,1211,1046,796,840,892,977,804,989,844,539,80000,201712,114.51086946248915,22.54802603444433,7
16,1166,1025,817,877,830,829,921,858,935,608,200000,201801,114.51086946248915,22.54802603444433,7
17,1231,1070,788,835,877,992,714,936,796,500,50000,201802,114.51086946248915,22.54802603444433,7
18,1182,1089,809,905,1008,959,872,1101,984,696,200000,201803,114.51086946248915,22.54802603444433,7
19,1577,1379,1098,1132,1248,1358,1155,1427,1041,732,290000,201804,114.51086946248915,22.54802603444433,7
20,1092,1019,709,767,982,1335,1004,1315,876,504,130000,201805,114.51086946248915,22.54802603444433,7
21,1082,927,641,772,1034,1162,862,1266,749,385,190000,201806,114.51086946248915,22.54802603444433,7
22,1081,993,615,812,1520,1796,1615,1633,711,357,130000,201807,114.51086946248915,22.54802603444433,7
23,1054,987,628,735,1187,1376,1357,1310,669,335,-100,201808,114.51086946248915,22.54802603444433,7
24,1028,981,641,658,854,956,1099,987,627,313,110000,201809,114.51086946248915,22.54802603444433,7
25,1132,1073,945,940,1138,1196,1716,1255,985,608,290000,201810,114.51086946248915,22.54802603444433,7
26,1199,1082,853,1095,1147,1262,813,1262,995,767,70000,201811,114.51086946248915,22.54802603444433,7
27,898,754,488,810,882,931,449,903,721,541,30000,201812,114.51086946248915,22.54802603444433,7
28,1400,1307,1071,1116,1175,1283,1306,1200,1091,767,230000,201901,114.51086946248915,22.54802603444433,7
29,1534,1412,1222,1270,1404,1481,1394,1547,1333,906,170000,201902,114.51086946248915,22.54802603444433,7
30,1540,1311,1104,1196,1356,1627,1414,1522,1237,927,410000,201903,114.51086946248915,22.54802603444433,7
31,1338,1206,958,1456,1759,2063,1238,2110,1712,1167,370000,201904,114.51086946248915,22.54802603444433,7
32,1200,1045,783,1074,1261,1278,903,1231,989,687,90000,201905,114.51086946248915,22.54802603444433,7
33,1096,1019,714,1142,1664,1841,1383,1784,1072,605,120000,201906,114.51086946248915,22.54802603444433,7
34,1265,1272,980,1243,1742,2132,1903,2039,1349,883,220000,201907,114.51086946248915,22.54802603444433,7
35,1335,1355,1058,1146,1760,2100,1868,2117,1428,812,250000,201908,114.51086946248915,22.54802603444433,7
36,1006,965,694,1007,1498,1570,1351,1838,947,569,340000,201909,114.51086946248915,22.54802603444433,7
37,1444,1368,1350,1615,1652,1757,1340,1816,1602,1216,150000,201910,114.51086946248915,22.54802603444433,7
38,1974,2348,3042,3215,3507,3837,3473,3956,4387,3427,130000,201911,114.51086946248915,22.54802603444433,7
39,1931,2363,3385,3492,3714,3839,3556,3987,4215,3111,50000,201912,114.51086946248915,22.54802603444433,4
40,1200,1196,1305,1411,1487,1482,1356,1416,1198,843,80000,202001,114.51086946248915,22.54802603444433,4
41,1462,1472,1565,1563,1754,1900,1659,1800,1623,1180,110000,202002,114.51086946248915,22.54802603444433,4
42,1706,1823,2130,2092,2349,2555,2559,2693,3064,2034,110000,202003,114.51086946248915,22.54802603444433,4
