,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1351,1340,1076,932,856,1064,812,1142,817,608,100000,201609,114.51129299499118,22.547790936714915,7
1,1490,1356,1117,1122,1155,1205,1416,1207,934,549,220000,201610,114.51129299499118,22.547790936714915,7
2,1053,850,537,546,490,487,443,436,461,250,20000,201611,114.51129299499118,22.547790936714915,7
3,1087,926,553,497,425,487,390,427,395,246,20000,201612,114.51129299499118,22.547790936714915,7
4,1025,889,462,360,268,318,248,241,293,154,20000,201701,114.51129299499118,22.547790936714915,7
5,1316,1157,746,707,585,627,534,562,433,250,170000,201702,114.51129299499118,22.547790936714915,7
6,2200,1932,1723,1650,1791,1893,1639,1829,964,572,720000,201703,114.51129299499118,22.547790936714915,7
7,1182,1051,654,588,483,539,455,511,438,244,70000,201704,114.51129299499118,22.547790936714915,7
8,1156,1026,656,563,470,503,425,491,480,250,-100,201705,114.51129299499118,22.547790936714915,7
9,1131,1001,658,538,457,468,395,471,522,257,-100,201706,114.51129299499118,22.547790936714915,7
10,1106,977,660,514,444,433,366,451,565,264,90000,201707,114.51129299499118,22.547790936714915,7
11,947,801,509,494,450,334,359,409,479,234,20000,201708,114.51129299499118,22.547790936714915,7
12,1153,1057,863,956,1065,1081,765,1114,873,627,70000,201709,114.51129299499118,22.547790936714915,7
13,1108,955,591,540,545,564,492,566,421,217,30000,201710,114.51129299499118,22.547790936714915,7
14,1076,871,542,574,523,523,405,534,345,221,30000,201711,114.51129299499118,22.547790936714915,7
15,1188,1004,670,607,539,558,479,519,371,219,130000,201712,114.51129299499118,22.547790936714915,7
16,1045,895,533,513,441,462,419,400,342,264,80000,201801,114.51129299499118,22.547790936714915,7
17,1152,982,648,622,579,545,511,516,424,235,20000,201802,114.51129299499118,22.547790936714915,7
18,1127,1018,677,623,568,532,502,503,383,235,20000,201803,114.51129299499118,22.547790936714915,7
19,1544,1323,1032,966,1009,1079,932,1034,540,328,300000,201804,114.51129299499118,22.547790936714915,7
20,1002,848,537,477,367,408,334,393,351,248,20000,201805,114.51129299499118,22.547790936714915,7
21,1001,788,529,539,492,558,463,580,376,231,30000,201806,114.51129299499118,22.547790936714915,7
22,998,812,502,456,457,576,465,478,299,171,40000,201807,114.51129299499118,22.547790936714915,7
23,989,806,490,433,422,464,423,400,292,170,-100,201808,114.51129299499118,22.547790936714915,7
24,981,800,478,411,387,352,382,323,285,170,10000,201809,114.51129299499118,22.547790936714915,7
25,896,821,489,628,567,512,359,492,457,348,80000,201810,114.51129299499118,22.547790936714915,7
26,1417,1390,1273,1150,946,1034,884,884,700,456,50000,201811,114.51129299499118,22.547790936714915,7
27,864,776,437,427,374,369,258,383,342,252,20000,201812,114.51129299499118,22.547790936714915,7
28,1175,968,653,680,608,598,486,539,518,379,60000,201901,114.51129299499118,22.547790936714915,7
29,1424,1334,1092,1116,1194,1322,1013,1361,1156,780,100000,201902,114.51129299499118,22.547790936714915,7
30,1512,1276,963,942,951,1016,832,940,692,476,200000,201903,114.51129299499118,22.547790936714915,7
31,1293,1168,849,983,1066,1015,771,1157,1144,798,180000,201904,114.51129299499118,22.547790936714915,7
32,1104,921,618,580,641,651,550,621,434,261,20000,201905,114.51129299499118,22.547790936714915,7
33,1037,956,641,823,709,903,632,732,738,419,50000,201906,114.51129299499118,22.547790936714915,7
34,1119,1041,655,664,555,574,463,517,549,343,40000,201907,114.51129299499118,22.547790936714915,7
35,1145,1019,702,748,775,843,720,902,604,381,60000,201908,114.51129299499118,22.547790936714915,7
36,1419,1368,1155,1220,1164,1275,1037,1326,1079,822,150000,201909,114.51129299499118,22.547790936714915,7
37,1243,1120,859,738,736,772,717,692,721,334,60000,201910,114.51129299499118,22.547790936714915,7
