,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1545,1589,1508,1397,1453,1530,1448,1632,1205,934,50000,201609,114.5115047612422,22.547790936714915,7
1,1555,1442,1296,1181,1354,1649,1639,1484,1150,726,260000,201610,114.5115047612422,22.547790936714915,7
2,1574,1519,1484,1243,1308,1207,1572,1404,961,810,40000,201611,114.5115047612422,22.547790936714915,7
3,1391,1334,1151,873,1010,1054,1172,958,776,553,90000,201612,114.5115047612422,22.547790936714915,7
4,1548,1442,1159,880,846,880,1089,754,590,463,30000,201701,114.5115047612422,22.547790936714915,7
5,1591,1477,1310,1207,1236,1400,1456,1301,974,808,140000,201702,114.5115047612422,22.547790936714915,7
6,2223,1949,1755,1671,1792,1905,1665,1842,1033,651,760000,201703,114.5115047612422,22.547790936714915,7
7,1457,1372,1123,944,970,1075,1162,998,756,575,160000,201704,114.5115047612422,22.547790936714915,7
8,1489,1438,1218,1006,1132,1158,1410,1186,854,624,-100,201705,114.5115047612422,22.547790936714915,7
9,1521,1505,1313,1068,1294,1241,1659,1374,952,673,-100,201706,114.5115047612422,22.547790936714915,7
10,1553,1572,1408,1130,1457,1325,1908,1563,1051,723,70000,201707,114.5115047612422,22.547790936714915,7
11,1311,1210,1078,912,1105,1033,1405,1176,775,527,160000,201708,114.5115047612422,22.547790936714915,7
12,1191,1155,972,1205,1258,1586,1351,1613,1036,734,50000,201709,114.5115047612422,22.547790936714915,7
13,1336,1301,1068,1067,1307,1287,1663,1435,893,599,280000,201710,114.5115047612422,22.547790936714915,7
14,1207,1145,827,781,937,953,1026,924,530,319,180000,201711,114.5115047612422,22.547790936714915,7
15,1314,1174,920,828,824,921,978,839,612,458,110000,201712,114.5115047612422,22.547790936714915,7
16,1344,1188,1007,927,796,801,1128,777,719,504,200000,201801,114.5115047612422,22.547790936714915,7
17,1326,1215,964,849,816,960,1000,922,678,470,90000,201802,114.5115047612422,22.547790936714915,7
18,1288,1239,1046,889,883,856,1043,893,697,517,80000,201803,114.5115047612422,22.547790936714915,7
19,1620,1424,1233,1141,1230,1346,1292,1319,875,655,80000,201804,114.5115047612422,22.547790936714915,7
20,1324,1302,1167,1102,1103,1316,1234,1288,1015,664,90000,201805,114.5115047612422,22.547790936714915,7
21,1194,1131,847,804,910,1118,1196,1181,749,482,260000,201806,114.5115047612422,22.547790936714915,7
22,1567,1534,1310,1213,1399,1608,1879,1567,1119,713,180000,201807,114.5115047612422,22.547790936714915,7
23,1321,1285,1033,967,1085,1209,1496,1218,819,513,-100,201808,114.5115047612422,22.547790936714915,7
24,1075,1036,756,721,772,810,1114,869,519,314,100000,201809,114.5115047612422,22.547790936714915,7
25,1168,1147,801,886,812,859,851,867,659,446,230000,201810,114.5115047612422,22.547790936714915,7
26,1577,1562,1567,1435,1290,1441,1643,1313,1058,774,50000,201811,114.5115047612422,22.547790936714915,7
27,1139,1146,1030,876,815,809,801,771,655,507,60000,201812,114.5115047612422,22.547790936714915,7
28,1505,1373,1308,1131,1141,1169,1351,1058,1023,736,90000,201901,114.5115047612422,22.547790936714915,7
29,1613,1516,1366,1296,1409,1472,1440,1545,1254,854,270000,201902,114.5115047612422,22.547790936714915,7
30,1687,1582,1505,1243,1338,1610,1627,1434,1358,1003,300000,201903,114.5115047612422,22.547790936714915,7
31,1753,1724,1693,1313,1394,1734,2032,1655,1568,1045,180000,201904,114.5115047612422,22.547790936714915,7
32,1271,1084,854,813,910,895,888,859,507,329,120000,201905,114.5115047612422,22.547790936714915,7
33,1531,1598,1527,1537,1893,1905,2257,1879,1274,867,100000,201906,114.5115047612422,22.547790936714915,7
34,1345,1422,1121,1046,1340,1617,1925,1572,915,657,190000,201907,114.5115047612422,22.547790936714915,7
35,1266,1248,968,982,1325,1549,1807,1509,893,516,210000,201908,114.5115047612422,22.547790936714915,7
36,1323,1386,1194,1446,1644,1796,1731,1878,1230,912,130000,201909,114.5115047612422,22.547790936714915,7
37,1260,1156,855,864,966,1021,1178,1040,541,330,410000,201910,114.5115047612422,22.547790936714915,7
38,1330,1245,988,920,900,1022,1350,1026,896,515,160000,201911,114.5115047612422,22.547790936714915,7
39,1138,1100,992,735,796,895,1116,674,655,381,150000,201912,114.5115047612422,22.547790936714915,7
40,1166,1089,975,883,765,905,1092,890,737,548,80000,202001,114.5115047612422,22.547790936714915,7
41,1346,1208,1036,974,900,905,1099,981,691,521,110000,202002,114.5115047612422,22.547790936714915,7
42,1302,1249,1119,1069,1044,1200,1246,1111,1001,655,120000,202003,114.5115047612422,22.547790936714915,7
43,2026,2028,2263,2493,2629,2786,2657,2895,2644,2004,170000,202004,114.5115047612422,22.547790936714915,7
44,1393,1398,1227,1288,1456,1534,1395,1706,1698,1166,290000,202005,114.5115047612422,22.547790936714915,7
45,1676,1675,1486,896,944,908,1252,1049,837,644,20000,202006,114.5115047612422,22.547790936714915,7
46,1407,1580,1492,1133,1009,1370,1436,1093,1105,753,40000,202007,114.5115047612422,22.547790936714915,7
47,1554,1529,1366,905,827,1191,1510,1142,869,562,100000,202008,114.5115047612422,22.547790936714915,7
48,1461,1439,1108,930,1137,1377,1271,1202,819,440,220000,202009,114.5115047612422,22.547790936714915,7
49,1164,1253,985,830,805,837,1076,780,553,346,60000,202010,114.5115047612422,22.547790936714915,7
50,1221,1204,956,977,728,881,973,876,687,487,70000,202011,114.5115047612422,22.547790936714915,7
51,1317,1302,1098,913,959,1038,1005,975,661,492,70000,202012,114.5115047612422,22.547790936714915,7
52,1355,1384,1072,966,683,753,1149,937,658,480,60000,202101,114.5115047612422,22.547790936714915,7
53,1323,1308,1232,1049,1076,893,1110,1056,842,651,120000,202102,114.5115047612422,22.547790936714915,7
54,1482,1314,1111,1051,1106,1079,1106,1214,903,557,210000,202103,114.5115047612422,22.547790936714915,7
55,1870,1999,2216,2063,2284,2435,2375,2455,2297,1680,60000,202104,114.5115047612422,22.547790936714915,7
56,1217,1117,1123,1021,1094,1188,1043,1172,1017,585,50000,202105,114.5115047612422,22.547790936714915,7
57,1786,2170,2834,2703,3021,3449,3111,3500,3614,2219,150000,202106,114.5115047612422,22.547790936714915,4
58,1622,1876,2263,2327,2607,2943,2562,2982,2361,1351,180000,202107,114.5115047612422,22.547790936714915,4
59,1372,1522,1772,1671,1792,1968,1705,1937,1883,1223,110000,202108,114.5115047612422,22.547790936714915,4
60,1489,1506,1608,1587,1843,2080,1769,2136,2039,1334,200000,202109,114.5115047612422,22.547790936714915,4
61,1834,2033,2346,2357,2644,2965,2492,2919,2750,1889,120000,202110,114.5115047612422,22.547790936714915,4
62,1750,1988,2138,2247,2357,2567,2384,2737,2622,2014,30000,202111,114.5115047612422,22.547790936714915,4
63,1661,1867,2018,2168,2275,2488,2359,2569,2529,2027,40000,202112,114.5115047612422,22.547790936714915,4
