,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,871,735,459,731,1268,1220,414,1257,611,275,10000,201609,114.51298712499931,22.5475558389855,7
1,1527,1368,1098,1188,1615,1955,1571,1895,1372,814,370000,201610,114.51298712499931,22.5475558389855,7
2,1111,975,692,889,945,1101,617,1179,972,592,30000,201611,114.51298712499931,22.5475558389855,7
3,1179,1083,759,970,1155,1277,639,1251,1075,765,60000,201612,114.51298712499931,22.5475558389855,7
4,1095,992,590,741,755,947,425,832,648,408,30000,201701,114.51298712499931,22.5475558389855,7
5,1319,1182,826,1113,1170,1429,745,1251,927,653,50000,201702,114.51298712499931,22.5475558389855,7
6,2232,1996,1772,1697,1822,1895,1569,1843,971,577,580000,201703,114.51298712499931,22.5475558389855,7
7,1205,1113,787,997,1257,1201,599,1307,951,772,60000,201704,114.51298712499931,22.5475558389855,7
8,1146,1059,718,962,1322,1385,631,1464,912,646,-100,201705,114.51298712499931,22.5475558389855,7
9,1087,1006,650,927,1387,1570,663,1621,873,521,-100,201706,114.51298712499931,22.5475558389855,7
10,1028,953,582,892,1453,1755,695,1778,834,396,30000,201707,114.51298712499931,22.5475558389855,7
11,985,927,641,944,1324,1484,559,1471,929,558,20000,201708,114.51298712499931,22.5475558389855,7
12,1060,1000,694,822,1277,1661,931,1504,747,367,110000,201709,114.51298712499931,22.5475558389855,7
13,1068,919,601,793,1129,1324,979,1457,669,316,190000,201710,114.51298712499931,22.5475558389855,7
14,1068,965,669,931,1324,1327,1375,1363,745,375,130000,201711,114.51298712499931,22.5475558389855,7
15,1217,1055,725,942,1049,1084,607,1070,790,494,50000,201712,114.51298712499931,22.5475558389855,7
16,997,857,557,884,884,856,559,854,742,492,30000,201801,114.51298712499931,22.5475558389855,7
17,1233,1094,752,845,861,1033,541,868,709,409,20000,201802,114.51298712499931,22.5475558389855,7
18,1140,1019,693,906,918,897,551,1023,795,578,50000,201803,114.51298712499931,22.5475558389855,7
19,1591,1399,1094,1104,1196,1286,980,1315,875,576,340000,201804,114.51298712499931,22.5475558389855,7
20,1011,881,578,877,1005,1332,571,1521,1118,677,40000,201805,114.51298712499931,22.5475558389855,7
21,1046,833,566,864,1129,1295,582,1226,883,509,20000,201806,114.51298712499931,22.5475558389855,7
22,1101,914,646,717,1109,1148,639,1215,680,407,90000,201807,114.51298712499931,22.5475558389855,7
23,1043,907,611,734,1065,1249,720,1279,704,375,-100,201808,114.51298712499931,22.5475558389855,7
24,985,901,577,752,1021,1351,801,1343,728,344,80000,201809,114.51298712499931,22.5475558389855,7
25,1015,950,746,951,1335,1274,1564,1332,799,486,200000,201810,114.51298712499931,22.5475558389855,7
26,1234,1045,835,1147,1287,1437,1040,1510,1179,719,140000,201811,114.51298712499931,22.5475558389855,7
27,900,750,472,730,707,719,299,708,780,472,30000,201812,114.51298712499931,22.5475558389855,7
28,1201,1046,714,1126,1388,1271,798,1265,1165,815,60000,201901,114.51298712499931,22.5475558389855,7
29,2004,1840,1707,1676,1843,1990,1976,2048,1881,1327,330000,201902,114.51298712499931,22.5475558389855,7
30,1503,1274,988,1274,1453,1690,1039,1522,1366,871,170000,201903,114.51298712499931,22.5475558389855,7
