,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,850,717,442,489,517,746,343,660,380,194,30000,201609,114.51277535874831,22.547790936714915,7
1,1491,1332,1071,1145,1359,1645,1485,1535,1296,823,330000,201610,114.51277535874831,22.547790936714915,7
2,1135,960,613,672,605,695,436,694,637,358,10000,201611,114.51277535874831,22.547790936714915,7
3,1145,1010,618,770,755,697,383,713,720,400,20000,201612,114.51277535874831,22.547790936714915,7
4,1054,939,494,738,718,675,268,741,544,385,20000,201701,114.51277535874831,22.547790936714915,7
5,1316,1154,756,844,840,929,572,791,613,438,60000,201702,114.51277535874831,22.547790936714915,7
6,2208,1939,1695,1656,1727,1827,1495,1768,888,543,550000,201703,114.51277535874831,22.547790936714915,7
7,1179,1083,714,868,721,770,456,665,624,433,40000,201704,114.51277535874831,22.547790936714915,7
8,3050,2838,2738,2529,2767,2929,2925,2964,2596,1951,740000,201705,114.51277535874831,22.547790936714915,7
9,2010,1848,1618,1613,1826,1736,1649,1986,1545,1114,-100,201706,114.51277535874831,22.547790936714915,7
10,970,859,499,697,886,544,374,1009,495,277,40000,201707,114.51277535874831,22.547790936714915,7
11,945,840,520,673,656,670,346,866,546,331,20000,201708,114.51277535874831,22.547790936714915,7
12,993,861,550,610,723,916,450,954,470,239,30000,201709,114.51277535874831,22.547790936714915,7
13,1054,876,555,801,1038,1010,477,1204,616,332,10000,201710,114.51277535874831,22.547790936714915,7
14,1002,851,553,844,1247,1303,422,1364,783,433,20000,201711,114.51277535874831,22.547790936714915,7
15,1190,1025,675,840,743,812,496,776,556,376,30000,201712,114.51277535874831,22.547790936714915,7
16,983,830,500,781,694,659,427,743,716,478,40000,201801,114.51277535874831,22.547790936714915,7
17,1233,1072,708,704,624,756,496,746,531,371,30000,201802,114.51277535874831,22.547790936714915,7
18,1134,998,695,847,794,900,531,898,776,532,40000,201803,114.51277535874831,22.547790936714915,7
19,1583,1388,1076,1097,1187,1273,954,1227,888,585,300000,201804,114.51277535874831,22.547790936714915,7
20,985,835,509,597,665,815,359,679,578,342,20000,201805,114.51277535874831,22.547790936714915,7
21,1009,803,540,567,629,661,489,732,569,327,30000,201806,114.51277535874831,22.547790936714915,7
22,1062,921,569,774,1034,1060,476,958,659,361,20000,201807,114.51277535874831,22.547790936714915,7
23,1020,877,536,691,858,896,428,867,559,301,-100,201808,114.51277535874831,22.547790936714915,7
24,979,833,503,609,682,733,381,777,459,242,20000,201809,114.51277535874831,22.547790936714915,7
25,869,719,480,927,1226,1535,432,1595,1010,605,50000,201810,114.51277535874831,22.547790936714915,7
26,1220,1010,818,980,1226,1336,994,1343,947,571,190000,201811,114.51277535874831,22.547790936714915,7
27,869,694,440,538,465,404,266,443,342,254,10000,201812,114.51277535874831,22.547790936714915,7
28,1167,971,629,914,775,908,490,829,714,492,30000,201901,114.51277535874831,22.547790936714915,7
29,1878,1733,1545,1574,1726,1883,1814,1953,1692,1201,260000,201902,114.51277535874831,22.547790936714915,7
30,1485,1232,931,1013,1115,1203,851,1201,873,575,230000,201903,114.51277535874831,22.547790936714915,7
31,1661,1607,1511,1388,1564,1859,1533,1920,1623,1148,150000,201904,114.51277535874831,22.547790936714915,7
32,1326,1189,1010,1024,1178,1172,1113,1349,1025,505,260000,201905,114.51277535874831,22.547790936714915,7
33,966,756,491,687,848,829,496,796,532,283,30000,201906,114.51277535874831,22.547790936714915,7
34,990,906,576,935,1126,1416,462,1361,1000,622,30000,201907,114.51277535874831,22.547790936714915,7
35,1183,998,767,827,1123,1311,772,1405,945,500,170000,201908,114.51277535874831,22.547790936714915,7
36,1131,1021,801,864,1055,1059,722,1279,772,522,120000,201909,114.51277535874831,22.547790936714915,7
37,1167,973,612,701,834,935,506,969,482,238,60000,201910,114.51277535874831,22.547790936714915,7
38,1252,1209,868,1188,1182,1389,688,1403,1246,961,50000,201911,114.51277535874831,22.547790936714915,7
39,1051,1062,827,1028,939,942,580,901,837,576,30000,201912,114.51277535874831,22.547790936714915,7
40,1138,1161,1041,1402,1419,1400,922,1462,1239,961,60000,202001,114.51277535874831,22.547790936714915,7
41,1470,1502,1532,1699,1776,1799,1526,1815,1903,1471,130000,202002,114.51277535874831,22.547790936714915,7
42,1460,1381,1408,1400,1568,1761,1550,1687,1734,1263,150000,202003,114.51277535874831,22.547790936714915,7
43,1302,1197,1017,1234,1361,1428,945,1465,1207,898,110000,202004,114.51277535874831,22.547790936714915,7
44,1518,1598,1744,1746,2023,2126,1680,2142,2036,1480,90000,202005,114.51277535874831,22.547790936714915,7
45,1476,1583,1622,1553,1633,1860,1573,2029,1544,1104,60000,202006,114.51277535874831,22.547790936714915,7
46,2163,2212,2085,2004,2202,2225,2074,2303,2148,1433,120000,202007,114.51277535874831,22.547790936714915,7
47,1248,1169,796,1102,1392,1568,782,1607,1230,799,100000,202008,114.51277535874831,22.547790936714915,7
48,1333,1206,998,1208,1528,1743,1075,1676,1686,1040,170000,202009,114.51277535874831,22.547790936714915,7
49,1511,1635,1717,1928,2174,2358,1981,2540,2646,1880,80000,202010,114.51277535874831,22.547790936714915,7
50,1134,1098,801,1253,1405,1369,799,1578,1203,952,70000,202011,114.51277535874831,22.547790936714915,7
