,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,922,854,588,598,555,496,423,461,356,241,20000,201609,114.51319889125034,22.54826113217375,7
1,1217,1000,769,798,879,946,877,859,730,370,70000,201610,114.51319889125034,22.54826113217375,7
2,1094,992,605,609,540,538,409,514,269,167,10000,201611,114.51319889125034,22.54826113217375,7
3,1120,992,724,823,692,716,525,578,412,217,20000,201612,114.51319889125034,22.54826113217375,7
4,959,855,428,357,228,214,212,167,136,67,40000,201701,114.51319889125034,22.54826113217375,7
5,1234,1026,664,638,562,618,524,491,310,191,70000,201702,114.51319889125034,22.54826113217375,7
6,2242,1975,1766,1691,1787,1842,1598,1776,969,566,580000,201703,114.51319889125034,22.54826113217375,7
7,1091,920,587,572,534,487,450,442,403,245,50000,201704,114.51319889125034,22.54826113217375,7
8,1035,866,534,546,486,452,418,377,364,211,-100,201705,114.51319889125034,22.54826113217375,7
9,979,812,481,520,438,417,386,312,325,177,-100,201706,114.51319889125034,22.54826113217375,7
10,924,759,429,495,390,382,354,248,286,144,10000,201707,114.51319889125034,22.54826113217375,7
11,1246,1068,907,1034,1175,1308,1089,1417,903,417,70000,201708,114.51319889125034,22.54826113217375,7
12,1038,912,633,586,648,713,514,614,388,245,10000,201709,114.51319889125034,22.54826113217375,7
13,1036,838,532,524,492,496,433,445,191,114,30000,201710,114.51319889125034,22.54826113217375,7
14,1019,840,535,488,419,364,351,309,179,100,30000,201711,114.51319889125034,22.54826113217375,7
15,1231,1097,682,706,627,605,502,521,431,262,100000,201712,114.51319889125034,22.54826113217375,7
16,1004,803,499,613,615,626,420,572,513,392,100000,201801,114.51319889125034,22.54826113217375,7
17,1157,947,653,641,571,595,509,656,468,313,30000,201802,114.51319889125034,22.54826113217375,7
18,1083,961,622,627,579,623,503,536,490,307,10000,201803,114.51319889125034,22.54826113217375,7
19,1555,1341,1025,989,1012,1147,945,1034,624,407,360000,201804,114.51319889125034,22.54826113217375,7
20,1036,892,524,696,632,767,339,674,609,396,10000,201805,114.51319889125034,22.54826113217375,7
21,1045,891,611,673,635,808,500,806,629,434,30000,201806,114.51319889125034,22.54826113217375,7
22,1013,887,551,746,687,655,400,660,586,356,10000,201807,114.51319889125034,22.54826113217375,7
23,1049,966,573,783,671,673,382,666,547,363,-100,201808,114.51319889125034,22.54826113217375,7
24,1085,1045,595,820,656,691,365,672,508,370,20000,201809,114.51319889125034,22.54826113217375,7
25,1021,1180,795,1082,883,1097,650,1070,927,707,70000,201810,114.51319889125034,22.54826113217375,7
26,1214,1103,660,605,547,631,428,528,487,351,10000,201811,114.51319889125034,22.54826113217375,7
