,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1321,1383,1222,1164,1327,1679,1486,1676,1156,796,60000,201609,114.51192829374423,22.547790936714915,7
1,1566,1363,1194,1047,1282,1405,1715,1519,1090,713,460000,201610,114.51192829374423,22.547790936714915,7
2,1383,1298,1173,970,1062,1254,1584,1339,1115,729,180000,201611,114.51192829374423,22.547790936714915,7
3,1346,1231,1049,866,1012,1170,1275,1219,936,604,260000,201612,114.51192829374423,22.547790936714915,7
4,1100,1035,756,718,837,988,944,845,730,497,200000,201701,114.51192829374423,22.547790936714915,7
5,1476,1366,1268,1359,1549,1663,1719,1782,1205,808,230000,201702,114.51192829374423,22.547790936714915,7
6,2213,1910,1695,1596,1697,1753,1555,1710,924,567,560000,201703,114.51192829374423,22.547790936714915,7
7,1377,1231,1091,943,989,1153,1340,1226,925,618,200000,201704,114.51192829374423,22.547790936714915,7
8,2635,2462,2435,2380,2626,2905,2462,2974,2388,1826,670000,201705,114.51192829374423,22.547790936714915,7
9,2097,2044,1940,1788,2076,2459,2331,2477,1858,1336,-100,201706,114.51192829374423,22.547790936714915,7
10,1560,1626,1445,1197,1527,2014,2200,1981,1328,846,140000,201707,114.51192829374423,22.547790936714915,7
11,1308,1313,1108,910,1273,1311,1813,1306,1002,585,180000,201708,114.51192829374423,22.547790936714915,7
12,1106,1080,838,1035,1555,1841,1854,1890,1100,656,50000,201709,114.51192829374423,22.547790936714915,7
13,1280,1184,1019,1159,1658,1912,1946,2021,1228,733,240000,201710,114.51192829374423,22.547790936714915,7
14,1199,1170,990,964,1276,1671,1847,1734,907,513,100000,201711,114.51192829374423,22.547790936714915,7
15,1313,1086,932,821,862,1074,1018,1087,776,491,240000,201712,114.51192829374423,22.547790936714915,7
16,1264,1157,990,893,828,1018,1069,1025,891,669,270000,201801,114.51192829374423,22.547790936714915,7
17,1297,1140,939,886,915,890,1001,943,862,566,60000,201802,114.51192829374423,22.547790936714915,7
18,1196,1049,839,798,881,958,818,893,859,582,70000,201803,114.51192829374423,22.547790936714915,7
19,1636,1464,1226,1200,1216,1323,1208,1361,985,734,120000,201804,114.51192829374423,22.547790936714915,7
20,1448,1463,1306,1097,1269,1366,1647,1378,1174,808,110000,201805,114.51192829374423,22.547790936714915,7
21,1246,1151,940,926,1145,1308,1537,1459,1070,682,320000,201806,114.51192829374423,22.547790936714915,7
22,1208,1150,830,914,1334,1719,1831,1697,837,507,160000,201807,114.51192829374423,22.547790936714915,7
23,1188,1125,835,871,1260,1485,1621,1502,820,475,-100,201808,114.51192829374423,22.547790936714915,7
24,1169,1101,840,829,1186,1251,1411,1307,803,443,120000,201809,114.51192829374423,22.547790936714915,7
25,1288,1237,1034,1085,1359,1513,1897,1482,1061,656,340000,201810,114.51192829374423,22.547790936714915,7
26,1303,1173,1026,1009,1127,1090,1300,1269,1010,589,210000,201811,114.51192829374423,22.547790936714915,7
27,1010,914,693,738,712,708,875,743,598,442,150000,201812,114.51192829374423,22.547790936714915,7
28,1399,1242,1131,995,1067,1263,1469,1243,1081,696,310000,201901,114.51192829374423,22.547790936714915,7
29,1656,1494,1323,1250,1378,1484,1482,1540,1259,858,280000,201902,114.51192829374423,22.547790936714915,7
30,1640,1472,1331,1298,1451,1685,1742,1698,1354,982,740000,201903,114.51192829374423,22.547790936714915,7
31,1515,1454,1291,1228,1497,1689,1885,1804,1407,835,520000,201904,114.51192829374423,22.547790936714915,7
32,1292,1124,864,786,943,1028,1220,965,664,337,350000,201905,114.51192829374423,22.547790936714915,7
33,1439,1531,1311,1450,2078,2430,2572,2378,1468,856,200000,201906,114.51192829374423,22.547790936714915,7
34,1281,1314,1011,1006,1577,1807,1900,1712,1033,555,340000,201907,114.51192829374423,22.547790936714915,7
