,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,877,814,506,833,1321,1698,947,1666,838,434,50000,201609,114.51235182624627,22.54732074125608,7
1,1532,1469,1303,1396,1747,1978,1804,1969,1542,1003,320000,201610,114.51235182624627,22.54732074125608,7
2,1077,932,607,917,1135,1161,616,1379,868,522,30000,201611,114.51235182624627,22.54732074125608,7
3,1191,1077,722,882,1095,1135,562,1128,950,562,20000,201612,114.51235182624627,22.54732074125608,7
4,1111,984,567,798,871,970,344,866,690,456,20000,201701,114.51235182624627,22.54732074125608,7
5,1343,1202,898,1079,1106,1314,730,1204,905,655,70000,201702,114.51235182624627,22.54732074125608,7
6,2219,1950,1705,1651,1711,1816,1539,1742,925,542,570000,201703,114.51235182624627,22.54732074125608,7
7,1237,1178,905,1157,1326,1453,1044,1413,1144,757,160000,201704,114.51235182624627,22.54732074125608,7
8,1180,1115,826,1138,1543,1596,1043,1736,1122,694,-100,201705,114.51235182624627,22.54732074125608,7
9,1123,1052,748,1120,1760,1739,1042,2059,1100,632,-100,201706,114.51235182624627,22.54732074125608,7
10,1066,990,670,1102,1978,1883,1041,2383,1078,570,70000,201707,114.51235182624627,22.54732074125608,7
11,1063,1028,787,1068,1568,1545,1179,1785,1149,646,80000,201708,114.51235182624627,22.54732074125608,7
12,1037,934,641,829,1166,1405,638,1579,776,414,50000,201709,114.51235182624627,22.54732074125608,7
13,1052,874,559,805,1066,1037,525,1238,595,329,30000,201710,114.51235182624627,22.54732074125608,7
14,1011,852,538,698,914,910,334,938,467,257,30000,201711,114.51235182624627,22.54732074125608,7
15,1265,1063,857,1031,1103,1287,873,1254,966,663,100000,201712,114.51235182624627,22.54732074125608,7
16,970,857,547,1053,947,946,533,994,891,598,30000,201801,114.51235182624627,22.54732074125608,7
17,1250,1158,931,1098,1134,1274,858,1228,1063,679,70000,201802,114.51235182624627,22.54732074125608,7
18,1208,1091,857,1119,1190,1203,975,1305,1051,777,110000,201803,114.51235182624627,22.54732074125608,7
19,1629,1433,1196,1286,1393,1510,1238,1567,1106,801,110000,201804,114.51235182624627,22.54732074125608,7
20,1125,1064,832,1196,1487,1860,1002,1807,1351,868,80000,201805,114.51235182624627,22.54732074125608,7
21,1075,966,767,1099,1366,1540,1078,1669,1145,661,250000,201806,114.51235182624627,22.54732074125608,7
22,1077,983,646,968,1612,1910,594,1714,834,460,30000,201807,114.51235182624627,22.54732074125608,7
23,1069,952,622,927,1368,1575,535,1521,823,459,-100,201808,114.51235182624627,22.54732074125608,7
24,1061,921,598,887,1125,1240,477,1328,812,458,20000,201809,114.51235182624627,22.54732074125608,7
25,871,723,438,758,881,973,343,932,569,365,40000,201810,114.51235182624627,22.54732074125608,7
