,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1162,1124,990,992,1166,1328,1067,1248,846,535,70000,201609,114.51256359249729,22.54802603444433,7
1,1548,1475,1298,1397,1814,1963,1782,1995,1526,961,330000,201610,114.51256359249729,22.54802603444433,7
2,1088,924,623,792,834,1061,554,1123,733,504,30000,201611,114.51256359249729,22.54802603444433,7
3,1125,982,720,931,1023,964,658,1144,796,497,20000,201612,114.51256359249729,22.54802603444433,7
4,1080,990,514,722,629,703,319,749,537,359,10000,201701,114.51256359249729,22.54802603444433,7
5,1325,1130,857,1012,1071,1070,759,1018,837,561,40000,201702,114.51256359249729,22.54802603444433,7
6,2203,1938,1712,1647,1733,1792,1545,1763,910,531,550000,201703,114.51256359249729,22.54802603444433,7
7,1320,1244,979,1122,1232,1069,1103,1171,939,695,120000,201704,114.51256359249729,22.54802603444433,7
8,1347,1255,1035,1141,1281,1243,1185,1399,978,701,-100,201705,114.51256359249729,22.54802603444433,7
9,1374,1266,1091,1161,1331,1418,1268,1628,1018,707,-100,201706,114.51256359249729,22.54802603444433,7
10,1402,1277,1148,1181,1381,1593,1351,1857,1058,713,90000,201707,114.51256359249729,22.54802603444433,7
11,1156,1154,953,1394,1528,1732,1057,1739,1384,906,100000,201708,114.51256359249729,22.54802603444433,7
12,1115,1014,819,781,974,1092,925,1080,695,405,110000,201709,114.51256359249729,22.54802603444433,7
13,1110,981,608,784,830,960,549,1042,568,325,30000,201710,114.51256359249729,22.54802603444433,7
14,1038,878,511,771,796,798,380,902,561,307,10000,201711,114.51256359249729,22.54802603444433,7
15,1276,1125,817,1016,963,942,761,1041,762,538,20000,201712,114.51256359249729,22.54802603444433,7
16,1055,855,588,897,784,760,467,806,694,476,50000,201801,114.51256359249729,22.54802603444433,7
17,1381,1248,971,1017,1018,1094,917,970,869,614,30000,201802,114.51256359249729,22.54802603444433,7
18,1232,1213,953,1013,979,1121,819,1174,835,641,60000,201803,114.51256359249729,22.54802603444433,7
19,1655,1454,1230,1217,1307,1343,1197,1348,965,704,120000,201804,114.51256359249729,22.54802603444433,7
20,1257,1205,984,1081,1182,1303,1228,1283,1089,709,70000,201805,114.51256359249729,22.54802603444433,7
21,1197,1187,941,1039,1150,1104,1061,1079,884,594,90000,201806,114.51256359249729,22.54802603444433,7
22,1114,964,685,900,1050,1178,588,1180,724,457,20000,201807,114.51256359249729,22.54802603444433,7
23,1102,974,701,867,967,1095,609,1084,707,437,-100,201808,114.51256359249729,22.54802603444433,7
24,1091,985,718,835,884,1012,630,988,690,417,50000,201809,114.51256359249729,22.54802603444433,7
25,1086,1030,570,709,725,941,309,931,616,373,140000,201810,114.51256359249729,22.54802603444433,7
26,1344,1181,1004,1121,1243,1240,952,1259,1178,696,140000,201811,114.51256359249729,22.54802603444433,7
27,1037,943,772,835,850,748,774,864,641,433,120000,201812,114.51256359249729,22.54802603444433,7
28,1188,966,718,892,935,873,589,961,761,492,40000,201901,114.51256359249729,22.54802603444433,7
29,1782,1613,1450,1476,1607,1734,1620,1806,1520,1077,470000,201902,114.51256359249729,22.54802603444433,7
30,1481,1228,954,1177,1329,1279,956,1360,1015,606,170000,201903,114.51256359249729,22.54802603444433,7
31,1464,1342,1139,1317,1489,1673,1555,1733,1359,882,270000,201904,114.51256359249729,22.54802603444433,7
32,1335,1206,1006,1044,1197,1408,1040,1332,882,500,220000,201905,114.51256359249729,22.54802603444433,7
33,1349,1257,968,990,1287,1412,1150,1385,784,477,260000,201906,114.51256359249729,22.54802603444433,7
34,981,934,629,859,1037,1471,604,1535,795,486,50000,201907,114.51256359249729,22.54802603444433,7
35,1227,1094,759,981,1039,1150,790,1336,859,471,80000,201908,114.51256359249729,22.54802603444433,7
36,1452,1421,1223,1086,1329,1481,1341,1539,974,682,80000,201909,114.51256359249729,22.54802603444433,7
37,1243,1060,699,762,877,1065,658,1153,572,308,40000,201910,114.51256359249729,22.54802603444433,7
38,1263,1218,897,1440,1588,1681,895,1527,1557,1082,60000,201911,114.51256359249729,22.54802603444433,7
39,1023,1022,704,1046,1051,1036,451,918,803,568,20000,201912,114.51256359249729,22.54802603444433,7
40,1103,1088,833,1269,1274,1228,563,1327,1086,818,50000,202001,114.51256359249729,22.54802603444433,7
41,1274,1170,850,1218,1172,1300,683,1401,985,755,40000,202002,114.51256359249729,22.54802603444433,7
42,1260,1248,1056,1364,1461,1598,956,1650,1393,1017,100000,202003,114.51256359249729,22.54802603444433,7
43,1377,1412,1266,2020,2365,2192,1230,2128,2257,1580,90000,202004,114.51256359249729,22.54802603444433,7
44,1359,1303,1086,1460,1538,1830,965,1613,1485,1090,130000,202005,114.51256359249729,22.54802603444433,7
45,1046,983,601,965,953,1162,354,1072,848,543,10000,202006,114.51256359249729,22.54802603444433,7
46,2431,2911,3446,3237,3467,3875,3590,3865,3373,2406,60000,202007,114.51256359249729,22.54802603444433,4
47,2372,2852,3423,3271,3442,3906,3474,3877,3943,2519,180000,202008,114.51256359249729,22.54802603444433,4
48,1770,1870,2063,1873,2174,2462,2163,2485,2839,1923,270000,202009,114.51256359249729,22.54802603444433,4
49,1961,2319,2824,2801,3042,3348,2996,3402,3937,2526,120000,202010,114.51256359249729,22.54802603444433,4
50,1962,2355,2779,2740,2846,2975,2912,3038,2997,2220,20000,202011,114.51256359249729,22.54802603444433,4
51,1734,1945,2257,2202,2379,2534,2375,2501,2716,1928,40000,202012,114.51256359249729,22.54802603444433,4
52,1968,2249,2652,2748,2823,2967,2940,3069,3160,2332,20000,202101,114.51256359249729,22.54802603444433,4
53,1820,2046,2398,2635,2813,2945,2592,3025,3094,2377,30000,202102,114.51256359249729,22.54802603444433,4
54,1880,2023,2394,2297,2636,2824,2806,2937,3522,2446,210000,202103,114.51256359249729,22.54802603444433,4
55,1733,1896,2230,2379,2555,2601,2385,2828,2720,1976,40000,202104,114.51256359249729,22.54802603444433,4
56,2164,2547,2985,2945,3065,3464,3048,3698,3876,2755,60000,202105,114.51256359249729,22.54802603444433,4
57,1641,1889,2302,2179,2264,2690,2326,2717,2802,1862,190000,202106,114.51256359249729,22.54802603444433,4
58,1324,1371,1501,1397,1517,1680,1643,1744,1554,936,130000,202107,114.51256359249729,22.54802603444433,4
59,1387,1611,1819,1928,2197,2333,2216,2526,2320,1480,70000,202108,114.51256359249729,22.54802603444433,4
60,1597,1696,1898,1973,2278,2626,2317,2833,2839,1850,160000,202109,114.51256359249729,22.54802603444433,4
61,1863,2132,2617,2696,3011,3332,2960,3468,3423,2327,130000,202110,114.51256359249729,22.54802603444433,4
62,1814,2164,2668,2604,2857,3096,2789,3123,3096,2408,20000,202111,114.51256359249729,22.54802603444433,4
63,1705,1948,2433,2392,2487,2620,2626,2678,2712,2229,20000,202112,114.51256359249729,22.54802603444433,4
