,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,998,952,568,543,714,864,743,847,501,252,240000,201609,114.51108122874015,22.54802603444433,7
1,1401,1308,1153,1115,1342,1351,1509,1408,998,571,140000,201610,114.51108122874015,22.54802603444433,7
2,1126,964,624,609,601,576,490,621,474,285,30000,201611,114.51108122874015,22.54802603444433,7
3,1104,974,617,622,536,524,508,577,505,274,30000,201612,114.51108122874015,22.54802603444433,7
4,1065,966,561,592,564,491,512,700,505,312,40000,201701,114.51108122874015,22.54802603444433,7
5,1364,1170,842,776,821,748,684,816,615,377,160000,201702,114.51108122874015,22.54802603444433,7
6,1304,1162,840,822,799,797,799,796,622,380,-100,201703,114.51108122874015,22.54802603444433,7
7,1244,1154,838,868,777,847,915,776,629,383,170000,201704,114.51108122874015,22.54802603444433,7
8,1232,1144,844,855,884,949,989,899,665,367,-100,201705,114.51108122874015,22.54802603444433,7
9,1221,1134,850,842,991,1052,1064,1022,701,352,-100,201706,114.51108122874015,22.54802603444433,7
10,1210,1125,857,829,1098,1155,1139,1146,738,337,330000,201707,114.51108122874015,22.54802603444433,7
11,2938,3019,2828,2138,2333,2457,2899,2485,1946,1361,90000,201708,114.51108122874015,22.54802603444433,7
12,989,880,599,619,752,754,485,760,516,312,30000,201709,114.51108122874015,22.54802603444433,7
13,1098,961,601,584,595,683,527,615,358,179,40000,201710,114.51108122874015,22.54802603444433,7
14,1077,918,543,540,448,539,426,595,393,208,30000,201711,114.51108122874015,22.54802603444433,7
15,1215,1063,779,774,699,721,765,703,552,325,90000,201712,114.51108122874015,22.54802603444433,7
16,1085,940,592,616,570,586,526,626,495,352,90000,201801,114.51108122874015,22.54802603444433,7
17,1230,1080,801,737,731,766,848,837,633,428,50000,201802,114.51108122874015,22.54802603444433,7
18,1181,1108,859,752,714,944,852,848,680,398,110000,201803,114.51108122874015,22.54802603444433,7
19,1561,1381,1129,1074,1142,1288,1237,1191,918,534,220000,201804,114.51108122874015,22.54802603444433,7
20,1125,913,634,594,598,624,516,639,423,261,30000,201805,114.51108122874015,22.54802603444433,7
21,1022,875,593,641,804,949,767,915,516,298,140000,201806,114.51108122874015,22.54802603444433,7
22,1023,897,547,604,740,786,656,795,433,191,50000,201807,114.51108122874015,22.54802603444433,7
23,1018,851,535,551,647,689,545,643,366,176,-100,201808,114.51108122874015,22.54802603444433,7
24,1014,806,523,499,555,593,434,491,300,161,20000,201809,114.51108122874015,22.54802603444433,7
25,907,829,483,522,365,523,364,480,397,270,50000,201810,114.51108122874015,22.54802603444433,7
26,1545,1532,1466,1259,1150,1240,1433,1210,1129,731,60000,201811,114.51108122874015,22.54802603444433,7
27,1163,1122,803,709,709,779,866,798,663,459,310000,201812,114.51108122874015,22.54802603444433,7
28,1212,1017,749,814,734,776,638,795,608,451,50000,201901,114.51108122874015,22.54802603444433,7
29,1500,1409,1207,1169,1270,1382,1249,1412,1206,822,140000,201902,114.51108122874015,22.54802603444433,7
30,1540,1313,1032,1009,1154,1098,985,1208,852,586,280000,201903,114.51108122874015,22.54802603444433,7
31,2013,2148,2225,1980,2210,2367,2406,2532,2316,1648,40000,201904,114.51108122874015,22.54802603444433,7
32,1384,1252,1118,850,918,1013,1123,1181,796,526,240000,201905,114.51108122874015,22.54802603444433,7
33,1166,1204,918,938,1056,1419,1218,1409,920,546,210000,201906,114.51108122874015,22.54802603444433,7
34,1147,1152,796,834,867,980,680,961,771,513,80000,201907,114.51108122874015,22.54802603444433,7
35,1237,1139,848,857,1011,1116,1000,1298,784,466,210000,201908,114.51108122874015,22.54802603444433,7
36,1124,1068,767,939,1049,1338,801,1176,824,566,130000,201909,114.51108122874015,22.54802603444433,7
37,1429,1310,1142,1100,1157,1270,1186,1189,1310,882,80000,201910,114.51108122874015,22.54802603444433,7
38,1951,2319,2743,2345,2509,2624,3183,2540,3033,2209,110000,201911,114.51108122874015,22.54802603444433,4
39,1889,2391,3009,2199,2439,2521,3200,2591,2703,1993,20000,201912,114.51108122874015,22.54802603444433,4
40,1164,1234,1375,1290,1225,1382,1351,1237,1053,713,70000,202001,114.51108122874015,22.54802603444433,4
41,1465,1486,1598,1586,1574,1687,1702,1772,1454,1080,130000,202002,114.51108122874015,22.54802603444433,4
42,1490,1550,1702,1757,1801,2034,1840,1964,2146,1316,120000,202003,114.51108122874015,22.54802603444433,4
43,1979,2131,2518,2323,2528,2749,2744,2822,2987,2150,40000,202004,114.51108122874015,22.54802603444433,4
44,2038,2247,2606,2474,2787,2952,2680,3169,3027,2167,60000,202005,114.51108122874015,22.54802603444433,4
45,1858,2144,2299,2157,2652,2849,2767,2996,2864,1762,90000,202006,114.51108122874015,22.54802603444433,4
46,2034,2188,2352,2153,2590,2965,2949,2975,2508,1701,60000,202007,114.51108122874015,22.54802603444433,4
47,1723,1785,1870,1776,2454,3151,3020,3133,2579,1419,250000,202008,114.51108122874015,22.54802603444433,4
48,1521,1548,1432,1394,2093,2557,2597,2711,2018,1051,200000,202009,114.51108122874015,22.54802603444433,4
49,1238,1353,1260,1548,2271,2645,2756,2759,1933,1059,60000,202010,114.51108122874015,22.54802603444433,4
