,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,883,777,490,765,1182,1610,335,1629,772,386,20000,201609,114.51319889125034,22.5475558389855,7
1,1402,1167,895,1173,1570,1824,1319,1874,1277,762,280000,201610,114.51319889125034,22.5475558389855,7
2,1073,994,605,818,1040,995,456,1187,709,364,40000,201611,114.51319889125034,22.5475558389855,7
3,1235,1105,883,1225,1463,1618,1287,1719,1264,727,60000,201612,114.51319889125034,22.5475558389855,7
4,995,906,472,734,758,774,246,763,641,416,10000,201701,114.51319889125034,22.5475558389855,7
5,1361,1195,1018,1292,1591,1676,1315,1829,1155,799,100000,201702,114.51319889125034,22.5475558389855,7
6,1254,1146,931,1292,1422,1608,1021,1632,1239,827,-100,201703,114.51319889125034,22.5475558389855,7
7,1147,1098,845,1293,1254,1540,728,1435,1324,855,50000,201704,114.51319889125034,22.5475558389855,7
8,2696,2536,2410,2374,2571,2762,2530,2852,2343,1744,780000,201705,114.51319889125034,22.5475558389855,7
9,1828,1680,1456,1670,2182,2337,1475,2515,1652,1092,-100,201706,114.51319889125034,22.5475558389855,7
10,961,825,503,966,1794,1913,421,2179,961,440,10000,201707,114.51319889125034,22.5475558389855,7
11,1189,1130,954,1398,2050,2204,1411,2521,1547,867,70000,201708,114.51319889125034,22.5475558389855,7
12,1019,864,553,727,976,1136,438,1298,573,306,10000,201709,114.51319889125034,22.5475558389855,7
13,1063,843,526,686,866,936,477,944,381,225,20000,201710,114.51319889125034,22.5475558389855,7
14,1001,862,497,671,765,954,463,944,381,206,20000,201711,114.51319889125034,22.5475558389855,7
15,1427,1282,948,1026,966,1172,625,1168,884,519,60000,201712,114.51319889125034,22.5475558389855,7
16,1029,847,533,735,668,780,388,817,618,417,80000,201801,114.51319889125034,22.5475558389855,7
17,1184,982,674,903,943,1014,592,1123,932,599,30000,201802,114.51319889125034,22.5475558389855,7
