,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
0,1163,1122,927,856,907,912,736,903,624,482,40000,201609,114.51044592998711,22.5475558389855,7
1,1442,1386,1139,1114,1270,1358,1469,1356,1148,701,300000,201610,114.51044592998711,22.5475558389855,7
2,1123,1015,678,920,832,927,548,853,636,472,10000,201611,114.51044592998711,22.5475558389855,7
3,1060,949,554,724,685,755,368,713,479,404,10000,201612,114.51044592998711,22.5475558389855,7
4,956,792,427,615,544,635,259,559,429,330,20000,201701,114.51044592998711,22.5475558389855,7
5,1401,1181,786,892,826,906,535,775,535,392,120000,201702,114.51044592998711,22.5475558389855,7
6,2184,1901,1669,1613,1703,1782,1495,1728,896,577,570000,201703,114.51044592998711,22.5475558389855,7
7,1089,938,594,722,746,695,466,698,478,390,30000,201704,114.51044592998711,22.5475558389855,7
8,1033,859,542,704,727,724,433,713,517,395,-100,201705,114.51044592998711,22.5475558389855,7
9,977,780,490,686,708,753,400,728,557,401,-100,201706,114.51044592998711,22.5475558389855,7
10,922,702,439,668,689,783,368,743,597,407,20000,201707,114.51044592998711,22.5475558389855,7
11,906,785,456,609,646,767,367,626,477,318,20000,201708,114.51044592998711,22.5475558389855,7
12,1333,1290,1080,1056,1074,1229,994,1241,916,682,120000,201709,114.51044592998711,22.5475558389855,7
13,1043,891,546,704,775,919,561,862,526,314,30000,201710,114.51044592998711,22.5475558389855,7
14,1365,1361,1146,1285,1256,1455,1292,1409,882,589,60000,201711,114.51044592998711,22.5475558389855,7
15,1246,1081,673,794,758,753,511,703,456,316,90000,201712,114.51044592998711,22.5475558389855,7
16,993,835,509,776,759,763,428,714,534,424,60000,201801,114.51044592998711,22.5475558389855,7
17,1159,960,668,784,738,800,516,688,488,325,30000,201802,114.51044592998711,22.5475558389855,7
18,1070,982,641,775,745,755,496,767,508,380,20000,201803,114.51044592998711,22.5475558389855,7
19,1549,1324,1025,1022,1109,1168,931,1153,653,429,350000,201804,114.51044592998711,22.5475558389855,7
20,1034,951,561,711,623,752,358,830,590,385,30000,201805,114.51044592998711,22.5475558389855,7
21,1003,815,554,721,774,844,478,743,503,341,20000,201806,114.51044592998711,22.5475558389855,7
22,995,808,500,648,796,956,424,932,527,313,50000,201807,114.51044592998711,22.5475558389855,7
23,1006,863,511,607,658,798,394,757,454,265,-100,201808,114.51044592998711,22.5475558389855,7
24,1018,919,523,566,520,641,364,583,382,218,10000,201809,114.51044592998711,22.5475558389855,7
25,1161,1185,969,1007,1057,995,948,989,834,757,140000,201810,114.51044592998711,22.5475558389855,7
26,1189,1030,636,752,677,721,446,716,580,400,40000,201811,114.51044592998711,22.5475558389855,7
27,845,696,400,590,538,571,260,489,448,318,20000,201812,114.51044592998711,22.5475558389855,7
28,1443,1298,1178,1312,1450,1465,1248,1533,1010,765,160000,201901,114.51044592998711,22.5475558389855,7
29,1371,1264,1102,1283,1385,1504,1067,1575,1345,1022,130000,201902,114.51044592998711,22.5475558389855,7
