B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
1286,1146,985,925,945,1003,814,1014,840,656,20000,201609,114.52570305294716,22.576606297783133,1
1030,780,408,320,273,260,211,191,73,41,0,201610,114.52570305294716,22.576606297783133,1
1165,927,461,357,308,290,229,229,60,36,0,201611,114.52570305294716,22.576606297783133,1
1022,762,383,307,265,248,197,203,56,33,0,201612,114.52570305294716,22.576606297783133,1
1003,733,354,270,224,207,173,154,28,23,0,201701,114.52570305294716,22.576606297783133,1
1323,971,595,512,502,482,407,405,118,59,10000,201702,114.52570305294716,22.576606297783133,1
1913,1631,1409,1298,1366,1404,1181,1354,738,487,470000,201703,114.52570305294716,22.576606297783133,1
1088,816,478,423,392,371,314,308,127,95,10000,201704,114.52570305294716,22.576606297783133,1
2209,2031,1950,1872,1999,2169,1890,2263,2178,1805,400000,201705,114.52570305294716,22.576606297783133,1
1790,1583,1425,1348,1422,1529,1332,1578,1475,1219,-100,201706,114.52570305294716,22.576606297783133,1
1371,1136,900,824,845,889,774,893,773,633,-100,201707,114.52570305294716,22.576606297783133,1
952,689,375,300,269,250,217,208,71,47,0,201708,114.52570305294716,22.576606297783133,1
1308,1150,958,882,908,973,796,982,833,641,20000,201709,114.52570305294716,22.576606297783133,1
1104,821,460,390,354,353,286,284,99,54,0,201710,114.52570305294716,22.576606297783133,1
1043,798,407,333,282,276,216,216,59,40,0,201711,114.52570305294716,22.576606297783133,1
1391,1103,610,503,424,383,336,317,92,43,10000,201712,114.52570305294716,22.576606297783133,1
1215,1000,492,411,340,337,284,269,111,86,10000,201801,114.52570305294716,22.576606297783133,1
1523,1228,993,950,969,954,834,966,651,459,100000,201802,114.52570305294716,22.576606297783133,1
1039,794,480,423,405,398,333,331,102,63,10000,201803,114.52570305294716,22.576606297783133,1
1494,1202,839,740,740,770,654,688,291,185,180000,201804,114.52570305294716,22.576606297783133,1
1042,754,394,340,311,320,212,263,117,95,0,201805,114.52570305294716,22.576606297783133,1
1074,862,580,513,499,517,438,482,281,213,10000,201806,114.52570305294716,22.576606297783133,1
1064,867,517,434,400,416,325,353,162,114,10000,201807,114.52570305294716,22.576606297783133,1
1860,1809,1734,1574,1653,1742,1539,1838,1684,1246,30000,201808,114.52570305294716,22.576606297783133,1
953,775,392,322,265,256,203,208,67,44,0,201809,114.52570305294716,22.576606297783133,1
925,689,337,272,225,211,170,166,55,56,50000,201810,114.52570305294716,22.576606297783133,1
1147,888,457,386,336,324,251,262,69,41,0,201811,114.52570305294716,22.576606297783133,1
1067,789,365,290,247,229,190,190,50,34,0,201812,114.52570305294716,22.576606297783133,1
1143,862,504,441,394,381,320,313,90,40,10000,201901,114.52570305294716,22.576606297783133,1
931,641,400,343,315,298,261,247,99,56,0,201902,114.52570305294716,22.576606297783133,1
1431,1123,805,737,759,748,650,673,220,118,90000,201903,114.52570305294716,22.576606297783133,1
1879,1760,1715,1666,1761,1945,1671,2039,2061,1622,220000,201904,114.52570305294716,22.576606297783133,1
1394,1158,895,826,869,897,786,874,597,467,20000,201905,114.52570305294716,22.576606297783133,1
1240,1013,715,637,641,670,573,628,415,321,-100,201906,114.52570305294716,22.576606297783133,1
1087,869,536,449,413,443,361,382,233,175,0,201907,114.52570305294716,22.576606297783133,1
1974,1998,2079,1832,1879,2089,2067,2311,2331,1848,60000,201908,114.52570305294716,22.576606297783133,1
1332,1192,931,825,825,864,740,808,646,520,10000,201909,114.52570305294716,22.576606297783133,1
1167,879,509,431,412,410,337,344,103,69,10000,201910,114.52570305294716,22.576606297783133,1
1267,997,563,480,433,421,343,341,105,62,10000,201911,114.52570305294716,22.576606297783133,1
1016,793,364,281,227,214,166,148,26,9,0,201912,114.52570305294716,22.576606297783133,1
992,733,359,309,270,253,199,204,60,44,0,202001,114.52570305294716,22.576606297783133,1
1247,969,579,502,471,471,394,399,125,79,10000,202002,114.52570305294716,22.576606297783133,1
1153,916,574,518,497,482,403,437,132,77,20000,202003,114.52570305294716,22.576606297783133,1
1088,823,497,442,429,424,365,383,194,141,10000,202004,114.52570305294716,22.576606297783133,1
1000,726,428,366,345,345,293,305,157,116,-100,202005,114.52570305294716,22.576606297783133,1
912,630,360,290,262,266,221,228,120,92,0,202006,114.52570305294716,22.576606297783133,1
1045,763,449,398,400,427,351,397,211,155,0,202007,114.52570305294716,22.576606297783133,1
885,606,295,242,211,200,164,158,46,33,0,202008,114.52570305294716,22.576606297783133,1
1451,1252,1030,895,939,1014,903,1027,858,663,40000,202009,114.52570305294716,22.576606297783133,1
1028,820,504,441,400,420,333,388,235,184,0,202010,114.52570305294716,22.576606297783133,1
984,771,363,291,227,213,166,150,36,21,0,202011,114.52570305294716,22.576606297783133,1
1124,895,471,388,330,315,262,252,65,27,0,202012,114.52570305294716,22.576606297783133,1
1145,858,428,354,305,297,230,222,59,34,0,202101,114.52570305294716,22.576606297783133,1
1202,973,529,443,391,374,308,313,125,88,10000,202102,114.52570305294716,22.576606297783133,1
1354,1039,689,622,648,640,532,576,162,83,30000,202103,114.52570305294716,22.576606297783133,1
1334,1126,654,547,458,467,383,395,174,129,10000,202104,114.52570305294716,22.576606297783133,1
1119,844,480,408,371,386,315,335,193,150,0,202105,114.52570305294716,22.576606297783133,1
1365,1117,869,830,878,907,723,900,658,439,50000,202106,114.52570305294716,22.576606297783133,1
1127,910,538,465,455,461,387,426,275,221,0,202107,114.52570305294716,22.576606297783133,1
1999,1884,1828,1656,1716,1883,1577,1930,1710,1306,80000,202108,114.52570305294716,22.576606297783133,1
1089,804,501,421,415,416,318,359,148,95,0,202109,114.52570305294716,22.576606297783133,1
1153,936,551,470,455,470,367,439,301,241,0,202110,114.52570305294716,22.576606297783133,1
1013,866,424,333,262,254,197,195,81,53,0,202111,114.52570305294716,22.576606297783133,1
1159,961,467,373,271,260,205,202,57,34,0,202112,114.52570305294716,22.576606297783133,1
