B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
1697,1852,2519,2604,2970,3212,2726,3215,3373,1878,130000,201609,114.4210386535724,22.75254522783408,4
1655,1812,2577,2712,3028,3300,2831,3291,3565,1973,190000,201610,114.4210386535724,22.75254522783408,4
1780,1935,2611,2779,3060,3267,2915,3219,3595,2138,210000,201611,114.4210386535724,22.75254522783408,4
1807,1870,2499,2597,2754,2947,2642,2979,3265,2234,50000,201612,114.4210386535724,22.75254522783408,4
2092,2224,2824,2904,3063,3266,2791,3331,3311,2456,50000,201701,114.4210386535724,22.75254522783408,4
2039,2076,2482,2800,2985,3141,2731,3130,3367,2674,60000,201702,114.4210386535724,22.75254522783408,4
1934,2073,2581,2862,3029,3128,2826,3127,3147,2459,-100,201703,114.4210386535724,22.75254522783408,4
1830,2071,2680,2924,3074,3116,2922,3125,2928,2244,20000,201704,114.4210386535724,22.75254522783408,4
2174,2113,2224,2256,2732,3078,2637,3211,2949,2060,660000,201705,114.4210386535724,22.75254522783408,4
1866,1906,2142,2033,2237,2456,2037,2569,2123,1481,-100,201706,114.4210386535724,22.75254522783408,4
1559,1700,2061,1810,1742,1835,1438,1928,1297,902,80000,201707,114.4210386535724,22.75254522783408,4
1858,1923,2391,2359,2687,2901,2668,2849,2677,1939,20000,201708,114.4210386535724,22.75254522783408,4
1277,1250,1671,2063,2269,2432,2114,2499,2487,1761,240000,201709,114.4210386535724,22.75254522783408,4
1391,1220,1262,1770,2006,2197,1293,2318,2092,1498,220000,201710,114.4210386535724,22.75254522783408,5
1208,1014,1011,1565,1611,1873,1080,1926,1930,1389,130000,201711,114.4210386535724,22.75254522783408,5
1554,1232,1461,1721,1891,1998,1910,2120,1995,1567,250000,201712,114.4210386535724,22.75254522783408,5
1291,1087,1096,1350,1432,1531,1276,1561,1283,1048,130000,201801,114.4210386535724,22.75254522783408,5
1973,1841,1763,1763,1899,2122,1797,2114,1930,1492,260000,201802,114.4210386535724,22.75254522783408,5
1191,1018,1108,1428,1559,1679,1283,1787,1638,1258,190000,201803,114.4210386535724,22.75254522783408,5
1953,1781,1755,1876,2065,2222,1886,2322,2039,1579,350000,201804,114.4210386535724,22.75254522783408,5
