B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
1518,1303,1454,1278,1585,1780,1853,1835,1854,1273,250000,201609,114.2752528272994,22.576247708387232,5
1699,1418,1274,1286,1375,1448,1424,1527,1361,1001,200000,201610,114.2752528272994,22.576247708387232,5
1928,1583,1461,1383,1409,1482,1412,1489,1083,735,380000,201611,114.2752528272994,22.576247708387232,5
3232,3523,3770,2044,2402,2286,3695,2398,1897,1216,40000,201612,114.2752528272994,22.576247708387232,5
1241,953,902,970,921,1131,998,1123,1115,812,60000,201701,114.2752528272994,22.576247708387232,5
1603,1320,1336,1303,1343,1568,1724,1610,1482,1127,650000,201702,114.2752528272994,22.576247708387232,5
1647,1539,1633,1481,1506,1764,1941,1845,1693,1278,-100,201703,114.2752528272994,22.576247708387232,5
1691,1758,1930,1660,1669,1960,2159,2080,1905,1429,50000,201704,114.2752528272994,22.576247708387232,5
2036,1656,1704,1597,1708,1980,1737,2010,1491,1080,350000,201705,114.2752528272994,22.576247708387232,5
2124,1846,1951,1720,1772,2077,1981,2191,1761,1220,-100,201706,114.2752528272994,22.576247708387232,5
2212,2036,2199,1843,1837,2174,2226,2372,2031,1360,130000,201707,114.2752528272994,22.576247708387232,5
2280,2199,2503,2165,2282,2451,2447,2467,2166,1434,50000,201708,114.2752528272994,22.576247708387232,5
1855,1908,2282,1645,1834,2030,2208,1933,1844,1343,50000,201709,114.2752528272994,22.576247708387232,5
1515,1414,1457,1485,1593,1681,1471,1710,1739,1298,300000,201710,114.2752528272994,22.576247708387232,5
1668,1433,1287,1197,1360,1492,1648,1642,1399,1076,320000,201711,114.2752528272994,22.576247708387232,5
2196,2021,2457,2063,2249,2439,2610,2373,2007,1422,40000,201712,114.2752528272994,22.576247708387232,5
1490,1366,1643,1761,1744,1912,1912,2049,1710,1383,190000,201801,114.2752528272994,22.576247708387232,5
1602,1278,1502,1370,1543,1671,1848,1829,1789,1243,350000,201802,114.2752528272994,22.576247708387232,5
1469,1451,2581,2387,2665,2831,2985,2902,2389,1716,20000,201803,114.2752528272994,22.576247708387232,5
1874,1737,1893,1804,1854,2282,2203,2251,2122,1492,480000,201804,114.2752528272994,22.576247708387232,5
1753,1607,1860,1661,1920,2263,2295,2298,2703,2097,230000,201805,114.2752528272994,22.576247708387232,5
1644,1535,1718,1578,1787,1911,1781,1918,1970,1540,310000,201806,114.2752528272994,22.576247708387232,5
1530,1498,1953,1933,2083,2343,2122,2356,2218,1545,40000,201807,114.2752528272994,22.576247708387232,5
1489,1472,1883,1744,1950,2227,2058,2331,2170,1534,80000,201808,114.2752528272994,22.576247708387232,5
1629,1444,1981,1845,1801,2258,2227,2235,2013,1435,60000,201809,114.2752528272994,22.576247708387232,5
1739,1628,1974,1610,1829,1737,1973,1758,1563,1228,70000,201810,114.2752528272994,22.576247708387232,5
1681,1458,2039,1611,1658,1979,2266,2255,1979,1303,120000,201811,114.2752528272994,22.576247708387232,5
1761,1795,1805,1823,1911,2090,2180,2606,2213,1443,50000,201812,114.2752528272994,22.576247708387232,5
1623,1174,1233,1340,1240,1628,1782,1618,1409,984,550000,201901,114.2752528272994,22.576247708387232,5
1414,1271,1870,1689,1845,2150,2142,2287,2259,1588,130000,201902,114.2752528272994,22.576247708387232,5
1703,1459,1608,1624,1768,1964,1844,2133,2020,1387,340000,201903,114.2752528272994,22.576247708387232,5
1865,1973,2473,2291,2464,2934,2806,3099,3053,2151,140000,201904,114.2752528272994,22.576247708387232,5
1593,1777,2201,1963,2128,2449,2434,2607,2495,1649,120000,201905,114.2752528272994,22.576247708387232,5
1412,1356,1378,1581,1708,1778,1484,1821,1991,1563,160000,201906,114.2752528272994,22.576247708387232,5
1704,1755,2222,1836,1918,2170,2267,2198,2108,1555,80000,201907,114.2752528272994,22.576247708387232,5
1759,1591,1799,1739,1888,2082,1840,2110,1948,1435,240000,201908,114.2752528272994,22.576247708387232,5
1409,1393,2343,2225,2276,2428,2607,2511,2320,1644,70000,201909,114.2752528272994,22.576247708387232,5
1723,1570,2426,1738,1872,2222,2634,2279,2125,1350,60000,201910,114.2752528272994,22.576247708387232,5
1712,1479,2166,1816,1820,1961,2415,2236,1864,1302,80000,201911,114.2752528272994,22.576247708387232,5
1573,1457,1926,1817,1969,2093,2140,2222,1991,1366,70000,201912,114.2752528272994,22.576247708387232,5
1407,1474,1894,1744,1928,1996,2242,2175,1897,1379,40000,202001,114.2752528272994,22.576247708387232,5
1624,1613,1960,1891,2005,2295,2147,2384,2006,1361,90000,202002,114.2752528272994,22.576247708387232,5
1666,1514,1719,1698,1850,2068,1910,2250,1931,1366,340000,202003,114.2752528272994,22.576247708387232,5
1671,1768,2274,2136,2365,2582,2569,2655,2526,1937,20000,202004,114.2752528272994,22.576247708387232,5
1615,1544,1686,1533,1542,1819,1761,1892,1775,1366,100000,202005,114.2752528272994,22.576247708387232,5
1549,1439,2289,2079,2277,2510,2388,2570,2431,1681,120000,202006,114.2752528272994,22.576247708387232,5
2207,2100,2708,2270,2394,2617,2684,2784,2420,1721,20000,202007,114.2752528272994,22.576247708387232,5
1656,1708,2018,1989,1939,2336,1933,2309,2179,1598,270000,202008,114.2752528272994,22.576247708387232,5
1606,1639,1858,1786,1792,2056,1765,2050,1929,1511,-100,202009,114.2752528272994,22.576247708387232,5
1557,1570,1699,1584,1646,1776,1598,1792,1680,1424,90000,202010,114.2752528272994,22.576247708387232,5
1246,1151,1269,1474,1543,1679,1258,1641,1494,1035,160000,202011,114.2752528272994,22.576247708387232,5
1267,1059,1243,1552,1681,1649,1247,1812,1507,1054,90000,202012,114.2752528272994,22.576247708387232,5
1377,1172,1187,1296,1409,1456,1236,1480,1380,1029,90000,202101,114.2752528272994,22.576247708387232,5
1293,1210,1549,1553,1733,1794,1640,1845,1712,1245,190000,202102,114.2752528272994,22.576247708387232,5
1481,1283,1264,1351,1504,1634,1484,1748,1813,1308,340000,202103,114.2752528272994,22.576247708387232,5
1501,1429,1801,1844,1953,2140,1875,2191,2078,1455,100000,202104,114.2752528272994,22.576247708387232,5
1830,1869,2192,2300,2226,2708,2447,2597,2690,2005,60000,202105,114.2752528272994,22.576247708387232,5
1679,1600,2041,1756,1896,2150,1917,2275,2177,1563,80000,202106,114.2752528272994,22.576247708387232,5
1480,1479,1870,1739,1902,2148,1841,2089,2081,1405,230000,202107,114.2752528272994,22.576247708387232,5
1647,1527,1602,1669,1809,2262,1790,2475,2392,1613,400000,202108,114.2752528272994,22.576247708387232,5
1540,1385,1724,1729,2044,2218,1802,2295,2069,1377,160000,202109,114.2752528272994,22.576247708387232,5
1516,1487,1807,1743,1911,2123,1758,2042,1978,1400,60000,202110,114.2752528272994,22.576247708387232,5
1246,1206,1297,1297,1435,1450,1279,1484,1438,989,150000,202111,114.2752528272994,22.576247708387232,5
1146,920,936,1233,1271,1411,1062,1563,1407,1017,80000,202112,114.2752528272994,22.576247708387232,5
