B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
2046,2374,2879,2895,3267,3651,3256,3852,4216,3065,130000,201609,114.28430684818944,22.592929684267283,4
2041,2313,2764,2867,3288,3669,3327,3887,4303,3200,-100,201610,114.28430684818944,22.592929684267283,4
2037,2253,2650,2839,3310,3688,3399,3922,4391,3336,270000,201611,114.28430684818944,22.592929684267283,4
2109,2299,2761,2806,3284,3613,3331,3888,4132,3161,50000,201612,114.28430684818944,22.592929684267283,4
2094,2309,2679,2808,3222,3568,3252,3746,4087,2846,460000,201701,114.28430684818944,22.592929684267283,4
1884,1973,2283,2476,2903,3159,3025,3358,4097,3352,200000,201702,114.28430684818944,22.592929684267283,4
2201,1976,1948,1986,2414,2757,2495,2957,3535,2938,540000,201703,114.28430684818944,22.592929684267283,4
1630,1701,1860,2117,2510,2716,2549,2857,3227,2415,80000,201704,114.28430684818944,22.592929684267283,4
1661,1563,1500,1598,2160,2427,2269,2582,2343,1486,470000,201705,114.28430684818944,22.592929684267283,4
1881,1826,1777,1924,2705,3100,2907,3362,2777,1568,-100,201706,114.28430684818944,22.592929684267283,4
2101,2090,2054,2250,3251,3773,3545,4142,3211,1651,790000,201707,114.28430684818944,22.592929684267283,4
1717,1826,1930,2234,3010,3476,3269,3829,3466,2275,210000,201708,114.28430684818944,22.592929684267283,4
1458,1491,1407,1516,2348,2859,2775,3062,2798,1761,100000,201709,114.28430684818944,22.592929684267283,4
1492,1463,1443,1676,2460,3071,2906,3389,3101,1981,280000,201710,114.28430684818944,22.592929684267283,4
1607,1587,1622,1782,2580,3029,2982,3438,3046,2016,230000,201711,114.28430684818944,22.592929684267283,4
1553,1464,1455,1739,2435,2831,2742,3149,2999,2003,500000,201712,114.28430684818944,22.592929684267283,4
1444,1369,1449,1692,2130,2407,2487,2716,2674,1822,280000,201801,114.28430684818944,22.592929684267283,4
1355,1349,1337,1562,2136,2430,2437,2672,2518,1724,-100,201802,114.28430684818944,22.592929684267283,4
1266,1329,1225,1433,2143,2454,2388,2629,2362,1626,70000,201803,114.28430684818944,22.592929684267283,4
1589,1452,1313,1537,2207,2631,2446,2908,2866,1911,310000,201804,114.28430684818944,22.592929684267283,4
1837,2097,2630,2576,2945,3452,3317,3730,4205,2656,100000,201805,114.28430684818944,22.592929684267283,4
1790,1981,2439,2530,2878,3232,3038,3414,3841,2703,110000,201806,114.28430684818944,22.592929684267283,5
2003,2234,2619,2409,2666,3128,3105,3488,4066,3491,80000,201807,114.28430684818944,22.592929684267283,5
2324,2434,2785,2657,2900,3348,3170,3647,3926,3205,-100,201808,114.28430684818944,22.592929684267283,5
