B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
764,629,333,637,2004,2600,2386,2878,1096,353,0,201609,114.533994295188,22.534894887365784,2
848,643,333,521,1439,1759,1686,1951,656,213,30000,201610,114.533994295188,22.534894887365784,2
924,704,412,635,1797,2351,2170,2580,964,320,60000,201611,114.533994295188,22.534894887365784,2
930,740,421,691,1993,2464,2407,2728,1044,364,80000,201612,114.533994295188,22.534894887365784,2
876,687,383,690,1989,2497,2599,2661,1033,374,10000,201701,114.533994295188,22.534894887365784,2
1091,844,546,811,1841,2214,2231,2444,1022,408,160000,201702,114.533994295188,22.534894887365784,2
1019,818,518,831,1918,2277,2311,2539,1141,472,-100,201703,114.533994295188,22.534894887365784,2
948,792,490,851,1996,2341,2391,2634,1261,536,80000,201704,114.533994295188,22.534894887365784,2
939,816,478,900,2381,2885,2836,3225,1427,560,-100,201705,114.533994295188,22.534894887365784,2
930,840,466,949,2767,3429,3282,3817,1594,585,-100,201706,114.533994295188,22.534894887365784,2
921,864,455,998,3153,3973,3728,4409,1761,610,40000,201707,114.533994295188,22.534894887365784,2
796,649,350,621,1782,2365,2023,2522,858,289,10000,201708,114.533994295188,22.534894887365784,2
810,675,378,656,1969,2632,2435,2908,1065,335,10000,201709,114.533994295188,22.534894887365784,2
951,788,458,777,2224,2900,2889,3274,1201,428,70000,201710,114.533994295188,22.534894887365784,2
910,767,417,772,2256,2938,3012,3350,1188,414,40000,201711,114.533994295188,22.534894887365784,2
1067,830,517,840,2105,2550,2667,2812,1076,421,210000,201712,114.533994295188,22.534894887365784,2
950,767,472,791,1955,2418,2625,2648,1011,426,190000,201801,114.533994295188,22.534894887365784,2
1019,818,512,817,1898,2241,2328,2572,1094,424,120000,201802,114.533994295188,22.534894887365784,2
829,694,434,741,1675,2028,2001,2242,920,395,30000,201803,114.533994295188,22.534894887365784,2
860,752,449,811,1988,2472,2405,2718,1130,453,-100,201804,114.533994295188,22.534894887365784,2
891,810,464,881,2301,2916,2810,3194,1340,512,-100,201805,114.533994295188,22.534894887365784,2
922,869,479,951,2615,3360,3215,3671,1550,571,30000,201806,114.533994295188,22.534894887365784,2
939,842,486,878,2537,3370,3259,3718,1562,541,60000,201807,114.533994295188,22.534894887365784,2
960,759,487,600,1292,1625,1459,1649,651,306,690000,201808,114.533994295188,22.534894887365784,2
919,770,438,742,2042,2776,2592,3089,1274,431,40000,201809,114.533994295188,22.534894887365784,2
840,694,393,721,2054,2574,2705,2937,1151,441,30000,201810,114.533994295188,22.534894887365784,2
961,762,448,731,1966,2464,2492,2779,1119,409,100000,201811,114.533994295188,22.534894887365784,2
826,614,353,583,1509,1962,1855,2111,835,292,10000,201812,114.533994295188,22.534894887365784,2
973,757,444,698,1724,2038,2002,2282,956,380,90000,201901,114.533994295188,22.534894887365784,2
1198,957,649,857,1757,2074,2022,2307,1087,450,-100,201902,114.533994295188,22.534894887365784,2
1423,1157,854,1017,1791,2110,2043,2332,1219,521,390000,201903,114.533994295188,22.534894887365784,2
1287,1100,755,1084,2262,2721,2651,3031,1504,618,-100,201904,114.533994295188,22.534894887365784,2
1151,1043,656,1151,2733,3333,3260,3730,1789,716,180000,201905,114.533994295188,22.534894887365784,2
804,700,383,743,2171,2741,2549,2975,1202,428,10000,201906,114.533994295188,22.534894887365784,2
950,888,482,964,2779,3675,3408,3936,1639,572,60000,201907,114.533994295188,22.534894887365784,2
862,699,390,572,1520,1956,1974,2157,793,276,40000,201908,114.533994295188,22.534894887365784,2
767,641,332,679,2076,2605,2458,2895,1042,358,10000,201909,114.533994295188,22.534894887365784,2
1048,851,497,839,2294,2948,2887,3231,1281,442,190000,201910,114.533994295188,22.534894887365784,2
1015,821,506,826,2193,2738,2746,3051,1150,424,180000,201911,114.533994295188,22.534894887365784,2
788,635,342,651,1817,2267,2126,2511,881,307,20000,201912,114.533994295188,22.534894887365784,2
770,598,331,630,1561,2015,1892,2128,777,303,30000,202001,114.533994295188,22.534894887365784,2
1051,856,543,794,1751,2155,2187,2412,1044,417,160000,202002,114.533994295188,22.534894887365784,2
964,772,494,734,1589,1945,1836,2141,883,334,110000,202003,114.533994295188,22.534894887365784,2
815,736,411,796,1937,2353,2303,2547,1033,392,10000,202004,114.533994295188,22.534894887365784,2
897,799,477,806,1986,2514,2350,2742,1167,432,10000,202005,114.533994295188,22.534894887365784,2
826,762,416,804,2264,2834,2575,3158,1165,414,10000,202006,114.533994295188,22.534894887365784,2
781,720,373,727,2189,2807,2693,3091,1129,383,0,202007,114.533994295188,22.534894887365784,2
892,875,455,951,2728,3573,3399,3879,1514,532,20000,202008,114.533994295188,22.534894887365784,2
1336,1010,680,736,1292,1505,1310,1523,370,160,590000,202009,114.533994295188,22.534894887365784,2
792,672,364,673,1945,2492,2511,2785,1052,342,10000,202010,114.533994295188,22.534894887365784,2
873,709,380,747,2117,2656,2665,2903,1111,397,40000,202011,114.533994295188,22.534894887365784,2
902,697,417,693,1712,2088,2096,2361,856,311,60000,202012,114.533994295188,22.534894887365784,2
973,763,459,791,1958,2329,2525,2634,1032,406,120000,202101,114.533994295188,22.534894887365784,2
