B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
893,727,460,432,385,534,502,368,324,152,60000,201609,114.32681484906384,22.60714053570099,1
981,804,513,521,515,632,572,543,351,195,-100,201610,114.32681484906384,22.60714053570099,1
1069,881,566,611,646,731,643,718,379,239,80000,201611,114.32681484906384,22.60714053570099,1
1132,949,595,595,752,657,633,585,407,216,80000,201612,114.32681484906384,22.60714053570099,1
1131,981,655,696,787,757,742,817,445,276,150000,201701,114.32681484906384,22.60714053570099,1
1334,1125,806,881,875,1000,829,936,412,263,100000,201702,114.32681484906384,22.60714053570099,1
1223,1035,723,792,760,842,738,800,393,262,-100,201703,114.32681484906384,22.60714053570099,1
1113,945,640,704,645,685,648,665,374,262,20000,201704,114.32681484906384,22.60714053570099,1
1928,1895,1884,1692,2211,2522,2046,2717,1839,1198,370000,201705,114.32681484906384,22.60714053570099,1
1975,1867,1780,1755,2399,2769,2408,3009,2272,1685,-100,201706,114.32681484906384,22.60714053570099,1
2023,1840,1676,1818,2587,3016,2771,3301,2706,2172,550000,201707,114.32681484906384,22.60714053570099,1
1051,901,641,671,714,881,827,692,559,329,130000,201708,114.32681484906384,22.60714053570099,1
1037,849,547,502,635,759,646,636,367,180,150000,201709,114.32681484906384,22.60714053570099,1
1191,979,672,677,869,1160,869,1144,487,214,320000,201710,114.32681484906384,22.60714053570099,1
1154,969,700,707,1062,1098,1195,1214,704,360,300000,201711,114.32681484906384,22.60714053570099,1
1233,1010,695,712,850,752,656,665,347,191,70000,201712,114.32681484906384,22.60714053570099,1
1089,938,629,727,680,790,638,876,480,285,40000,201801,114.32681484906384,22.60714053570099,1
1272,1108,762,775,887,864,786,846,425,280,220000,201802,114.32681484906384,22.60714053570099,1
1144,990,682,709,820,945,757,914,505,272,150000,201803,114.32681484906384,22.60714053570099,1
1487,1254,944,973,1278,1395,1187,1323,704,360,480000,201804,114.32681484906384,22.60714053570099,1
925,736,456,396,365,593,420,460,289,148,50000,201805,114.32681484906384,22.60714053570099,1
1037,878,606,601,629,718,699,827,400,235,160000,201806,114.32681484906384,22.60714053570099,1
850,699,427,396,474,305,453,367,291,184,60000,201807,114.32681484906384,22.60714053570099,1
952,807,500,468,445,414,484,487,325,190,-100,201808,114.32681484906384,22.60714053570099,1
