B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
898,736,477,495,555,527,440,578,352,195,40000,201609,114.3264930783442,22.6070515336543,1
995,814,537,550,578,642,500,646,382,217,-100,201610,114.3264930783442,22.6070515336543,1
1092,893,597,605,602,758,560,714,413,239,120000,201611,114.3264930783442,22.6070515336543,1
1146,942,620,653,661,695,596,666,370,253,70000,201612,114.3264930783442,22.6070515336543,1
1133,965,622,707,613,780,514,758,531,316,30000,201701,114.3264930783442,22.6070515336543,1
1333,1118,816,859,893,968,787,810,424,229,60000,201702,114.3264930783442,22.6070515336543,1
1221,1029,725,764,753,857,699,705,413,240,-100,201703,114.3264930783442,22.6070515336543,1
1109,940,635,670,613,747,612,601,402,251,30000,201704,114.3264930783442,22.6070515336543,1
1545,1318,1019,1056,1245,1334,1174,1292,574,314,570000,201705,114.3264930783442,22.6070515336543,1
1603,1418,1225,1277,1695,1897,1684,2035,1409,894,-100,201706,114.3264930783442,22.6070515336543,1
1661,1518,1431,1498,2146,2461,2194,2778,2245,1474,700000,201707,114.3264930783442,22.6070515336543,1
1209,1021,719,731,880,851,769,719,383,191,60000,201708,114.3264930783442,22.6070515336543,1
1039,848,542,542,589,665,571,724,294,159,50000,201709,114.3264930783442,22.6070515336543,1
1190,972,657,672,921,964,723,927,523,221,270000,201710,114.3264930783442,22.6070515336543,1
1147,937,649,752,879,1131,781,1262,635,360,230000,201711,114.3264930783442,22.6070515336543,1
1206,1018,689,731,721,761,629,683,356,221,30000,201712,114.3264930783442,22.6070515336543,1
1093,919,616,682,641,830,558,765,427,248,20000,201801,114.3264930783442,22.6070515336543,1
1282,1110,777,767,825,908,781,911,477,300,240000,201802,114.3264930783442,22.6070515336543,1
1101,995,714,749,804,728,734,782,500,317,40000,201803,114.3264930783442,22.6070515336543,1
1501,1251,919,966,1219,1351,1138,1356,675,377,390000,201804,114.3264930783442,22.6070515336543,1
3163,3232,3296,3313,3101,3456,3392,3881,3085,2347,30000,201805,114.3264930783442,22.6070515336543,1
1062,886,611,588,679,792,677,777,383,214,90000,201806,114.3264930783442,22.6070515336543,1
917,764,528,456,444,618,440,451,337,230,30000,201807,114.3264930783442,22.6070515336543,1
997,849,557,485,438,607,450,473,337,193,-100,201808,114.3264930783442,22.6070515336543,1
1077,935,587,514,432,596,460,495,337,157,30000,201809,114.3264930783442,22.6070515336543,1
901,679,412,520,772,757,399,912,553,306,40000,201810,114.3264930783442,22.6070515336543,1
1120,883,603,612,737,651,596,597,358,200,100000,201811,114.3264930783442,22.6070515336543,1
911,722,441,437,492,415,395,482,265,127,20000,201812,114.3264930783442,22.6070515336543,1
1196,987,672,728,774,909,695,787,417,217,100000,201901,114.3264930783442,22.6070515336543,1
1063,889,618,606,611,709,575,639,413,207,40000,201902,114.3264930783442,22.6070515336543,1
