B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
1436,1285,1064,1095,995,1044,1080,917,677,443,120000,201609,114.5650868104468,22.73039079718244,1
1109,947,618,654,490,506,399,415,170,111,20000,201610,114.5650868104468,22.73039079718244,1
1268,1121,815,847,690,704,610,578,245,143,40000,201611,114.5650868104468,22.73039079718244,1
1159,985,682,772,598,593,492,492,201,135,10000,201612,114.5650868104468,22.73039079718244,1
1153,1045,749,804,565,589,469,473,185,125,10000,201701,114.5650868104468,22.73039079718244,1
1409,1238,922,955,777,765,657,641,238,150,60000,201702,114.5650868104468,22.73039079718244,1
2024,1775,1574,1615,1652,1719,1496,1628,690,383,280000,201703,114.5650868104468,22.73039079718244,1
1152,1037,808,976,814,857,719,683,235,180,10000,201704,114.5650868104468,22.73039079718244,1
2796,2671,2680,2614,2853,3111,2723,3215,2964,2305,560000,201705,114.5650868104468,22.73039079718244,1
1715,1534,1200,1180,1003,1087,935,966,500,339,80000,201706,114.5650868104468,22.73039079718244,1
1005,922,558,577,387,400,337,325,179,119,10000,201707,114.5650868104468,22.73039079718244,1
1395,1240,956,966,849,902,722,775,294,173,80000,201708,114.5650868104468,22.73039079718244,1
1062,1000,645,730,534,562,457,457,160,92,0,201709,114.5650868104468,22.73039079718244,1
1291,1135,804,817,685,738,608,630,236,140,50000,201710,114.5650868104468,22.73039079718244,1
1040,877,566,628,465,477,381,373,144,115,10000,201711,114.5650868104468,22.73039079718244,1
1301,1082,751,776,679,643,577,566,228,135,30000,201712,114.5650868104468,22.73039079718244,1
1066,877,601,689,512,509,453,429,236,179,40000,201801,114.5650868104468,22.73039079718244,1
1349,1158,824,850,716,709,617,627,290,179,130000,201802,114.5650868104468,22.73039079718244,1
1203,1083,770,877,659,694,552,555,224,168,20000,201803,114.5650868104468,22.73039079718244,1
1632,1463,1162,1146,1092,1163,985,1060,567,356,130000,201804,114.5650868104468,22.73039079718244,1
1106,1041,703,728,509,547,467,429,280,214,10000,201805,114.5650868104468,22.73039079718244,1
1065,875,612,629,537,580,487,500,239,159,10000,201806,114.5650868104468,22.73039079718244,1
1175,1108,728,753,611,656,533,563,211,119,20000,201807,114.5650868104468,22.73039079718244,1
2267,2371,2326,2351,2282,2491,2121,2470,2160,1661,30000,201808,114.5650868104468,22.73039079718244,1
1180,1104,774,692,504,533,437,444,191,111,10000,201809,114.5650868104468,22.73039079718244,1
975,864,552,658,433,416,359,322,159,120,20000,201810,114.5650868104468,22.73039079718244,1
1185,1027,700,786,593,586,502,475,183,124,20000,201811,114.5650868104468,22.73039079718244,1
1104,1038,728,743,517,515,414,426,153,83,10000,201812,114.5650868104468,22.73039079718244,1
1292,1126,805,890,724,704,601,592,236,134,40000,201901,114.5650868104468,22.73039079718244,1
