B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
1060,1013,741,1060,2054,2492,2528,2841,1903,936,40000,201609,114.39729184323156,22.697712293102764,3
1146,1000,738,965,1743,2125,2105,2377,1526,746,180000,201610,114.39729184323156,22.697712293102764,3
1288,1162,898,1231,2269,2642,2705,3038,2065,1035,170000,201611,114.39729184323156,22.697712293102764,3
1207,1069,830,1184,2001,2351,2376,2646,1931,980,120000,201612,114.39729184323156,22.697712293102764,3
1161,1024,851,1107,1850,2143,2049,2498,1971,1018,100000,201701,114.39729184323156,22.697712293102764,3
1417,1241,1046,1312,1922,2142,2164,2365,2084,1227,320000,201702,114.39729184323156,22.697712293102764,3
1309,1176,1011,1304,1968,2202,2263,2429,2159,1291,-100,201703,114.39729184323156,22.697712293102764,3
1201,1111,976,1296,2014,2262,2362,2494,2234,1356,80000,201704,114.39729184323156,22.697712293102764,3
1891,1718,1618,1681,2238,2554,2180,2693,2039,1273,630000,201705,114.39729184323156,22.697712293102764,3
1546,1474,1234,1485,2439,2956,2656,3237,2033,1064,-100,201706,114.39729184323156,22.697712293102764,3
1202,1231,850,1290,2641,3358,3133,3781,2028,855,130000,201707,114.39729184323156,22.697712293102764,3
1351,1376,1548,1818,2443,2810,2761,3196,3184,1907,60000,201708,114.39729184323156,22.697712293102764,3
1194,1154,1033,1356,2245,2720,2614,3065,2730,1522,60000,201709,114.39729184323156,22.697712293102764,3
1616,1624,1922,2020,2317,2601,2369,2783,3236,2248,210000,201710,114.39729184323156,22.697712293102764,3
1640,1785,2217,2234,2535,2827,2633,2950,3397,2402,270000,201711,114.39729184323156,22.697712293102764,3
1742,1790,1986,1994,2143,2339,2169,2329,2287,1865,50000,201712,114.39729184323156,22.697712293102764,3
1529,1464,1671,1648,1754,1839,1814,1886,1581,1142,140000,201801,114.39729184323156,22.697712293102764,3
1854,1824,2032,1931,2104,2283,2111,2293,2222,1654,90000,201802,114.39729184323156,22.697712293102764,3
1552,1630,1771,1816,2019,2079,1976,2070,1894,1450,50000,201803,114.39729184323156,22.697712293102764,3
1888,1796,1860,1845,2127,2358,2164,2442,2237,1734,470000,201804,114.39729184323156,22.697712293102764,3
1839,2088,2612,2656,2814,3103,2757,3164,3374,2471,50000,201805,114.39729184323156,22.697712293102764,3
1748,1974,2339,2420,2466,2801,2488,2686,2536,1767,380000,201806,114.39729184323156,22.697712293102764,3
3079,3478,3912,3836,4076,4357,3804,4477,3937,3118,30000,201807,114.39729184323156,22.697712293102764,3
2784,3163,3634,3619,3803,4119,3573,4229,3761,2941,-100,201808,114.39729184323156,22.697712293102764,3
2489,2849,3356,3402,3530,3882,3342,3981,3585,2764,10000,201809,114.39729184323156,22.697712293102764,3
1739,1771,1872,2090,2100,2311,1863,2273,2185,1832,100000,201810,114.39729184323156,22.697712293102764,3
1446,1234,1125,1161,1175,1285,1139,1263,1066,845,150000,201811,114.39729184323156,22.697712293102764,5
1261,1180,1214,1485,1601,1790,1297,1769,1537,1146,160000,201812,114.39729184323156,22.697712293102764,5
1539,1303,1199,1470,1559,1535,1221,1613,1475,1170,190000,201901,114.39729184323156,22.697712293102764,5
1471,1230,1088,1097,1220,1320,1190,1359,1050,843,350000,201902,114.39729184323156,22.697712293102764,5
1707,1545,1535,1480,1676,1832,1717,1864,1637,1239,460000,201903,114.39729184323156,22.697712293102764,5
1727,1567,1519,1552,2051,2188,1628,2111,2155,1568,420000,201904,114.39729184323156,22.697712293102764,5
1792,1637,1802,1770,2103,2249,2110,2438,2217,1806,180000,201905,114.39729184323156,22.697712293102764,5
1445,1499,1499,1699,1805,1891,1534,2159,1876,1346,240000,201906,114.39729184323156,22.697712293102764,5
1983,2010,2248,2284,2364,2692,2414,2765,2764,2034,260000,201907,114.39729184323156,22.697712293102764,5
1894,1701,1848,2096,2160,2575,2142,2750,2791,2127,-100,201908,114.39729184323156,22.697712293102764,5
1805,1393,1449,1908,1957,2458,1870,2735,2818,2221,360000,201909,114.39729184323156,22.697712293102764,5
1747,1428,1358,1589,1975,2329,2128,2491,2309,1691,540000,201910,114.39729184323156,22.697712293102764,5
1680,1472,1402,1678,1937,2194,2218,2300,2137,1642,670000,201911,114.39729184323156,22.697712293102764,5
1544,1245,1123,1466,1591,1714,1413,1926,1805,1413,200000,201912,114.39729184323156,22.697712293102764,5
1417,1073,983,1404,1696,1608,1436,1731,1795,1532,100000,202001,114.39729184323156,22.697712293102764,5
1527,1305,1171,1490,1723,1999,2061,2263,1888,1437,370000,202002,114.39729184323156,22.697712293102764,5
1537,1366,1225,1638,1797,2066,1729,2205,2363,1867,190000,202003,114.39729184323156,22.697712293102764,5
1765,1587,1579,1806,2141,2444,1918,2607,3241,2654,170000,202004,114.39729184323156,22.697712293102764,5
2036,1904,1923,2142,2585,2958,2244,3029,3596,2944,-100,202005,114.39729184323156,22.697712293102764,5
2307,2222,2267,2478,3029,3473,2571,3451,3952,3235,70000,202006,114.39729184323156,22.697712293102764,5
1958,1778,1705,2347,2425,2802,2230,3003,3443,2823,330000,202007,114.39729184323156,22.697712293102764,5
1539,1293,1086,1129,1339,1529,1308,1484,806,502,520000,202008,114.39729184323156,22.697712293102764,5
1709,1555,1433,1762,2217,2580,2341,2782,2706,1917,530000,202009,114.39729184323156,22.697712293102764,5
1613,1310,1139,1262,1432,1995,1700,2049,2066,1474,430000,202010,114.39729184323156,22.697712293102764,5
1623,1456,1572,1855,2008,2249,2029,2239,2172,1724,230000,202011,114.39729184323156,22.697712293102764,5
1621,1376,1307,1588,1712,1772,1538,1787,1900,1564,360000,202012,114.39729184323156,22.697712293102764,5
1438,1249,1039,1447,1571,1889,1695,1917,1781,1387,160000,202101,114.39729184323156,22.697712293102764,5
1514,1268,1251,1429,1617,1885,1482,1836,1903,1628,100000,202102,114.39729184323156,22.697712293102764,5
