B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
961,930,667,1000,2448,3096,2760,3384,1884,877,40000,201609,114.39504316836032,22.614529096749525,2
1114,1051,808,1173,2469,3053,2809,3428,2146,1035,160000,201610,114.39504316836032,22.614529096749525,2
1145,995,759,1068,2169,2502,2461,2980,2032,1045,160000,201611,114.39504316836032,22.614529096749525,2
1174,992,834,1067,1928,2402,2272,2761,1956,985,180000,201612,114.39504316836032,22.614529096749525,2
1139,963,935,1110,1832,2243,2078,2539,2405,1293,110000,201701,114.39504316836032,22.614529096749525,2
1440,1247,1118,1253,1757,2053,2116,2353,2522,1653,220000,201702,114.39504316836032,22.614529096749525,2
2005,1744,1527,1543,1923,2136,2015,2303,2363,1501,630000,201703,114.39504316836032,22.614529096749525,2
1253,1133,1106,1338,1998,2287,2268,2599,2939,1913,80000,201704,114.39504316836032,22.614529096749525,2
1590,1419,1238,1369,2022,2326,2134,2612,2391,1443,440000,201705,114.39504316836032,22.614529096749525,2
1882,1749,1645,1810,2903,3499,3116,4059,3536,2034,760000,201706,114.39504316836032,22.614529096749525,2
1162,1104,885,1295,3027,3775,3212,4236,2653,1213,140000,201707,114.39504316836032,22.614529096749525,2
1063,1049,799,1096,2665,3365,3129,3857,2138,966,60000,201708,114.39504316836032,22.614529096749525,2
1085,1015,726,1010,2243,2841,2665,3260,1946,935,80000,201709,114.39504316836032,22.614529096749525,2
1228,1099,814,1164,2363,3018,2839,3506,2061,959,290000,201710,114.39504316836032,22.614529096749525,2
1114,1019,751,1232,2412,2998,2808,3499,2156,1082,180000,201711,114.39504316836032,22.614529096749525,2
1283,1105,981,1221,2031,2335,2481,2898,2243,1230,280000,201712,114.39504316836032,22.614529096749525,2
1188,1047,985,1219,1832,2096,2244,2631,2320,1433,280000,201801,114.39504316836032,22.614529096749525,2
1384,1232,1221,1413,1989,2363,2380,2673,2784,1634,370000,201802,114.39504316836032,22.614529096749525,2
1164,1084,1091,1257,1850,2096,2201,2426,2561,1650,40000,201803,114.39504316836032,22.614529096749525,2
1661,1432,1314,1467,1949,2298,2226,2663,2904,1768,400000,201804,114.39504316836032,22.614529096749525,2
1150,1094,1080,1226,2156,2671,2496,3061,2809,1567,60000,201805,114.39504316836032,22.614529096749525,2
1266,1184,1091,1317,2391,2914,2663,3380,2920,1693,120000,201806,114.39504316836032,22.614529096749525,2
1035,1058,844,1096,2663,3372,3089,3842,2124,1045,40000,201807,114.39504316836032,22.614529096749525,2
1285,1266,1149,1318,2673,3353,2975,3765,2403,1226,310000,201808,114.39504316836032,22.614529096749525,2
1177,1120,922,1227,2396,3061,2896,3600,2549,1287,200000,201809,114.39504316836032,22.614529096749525,2
1043,959,796,1265,2315,2726,2818,3142,2738,1526,120000,201810,114.39504316836032,22.614529096749525,2
1380,1234,1198,1370,2088,2551,2420,2938,2738,1501,450000,201811,114.39504316836032,22.614529096749525,2
1151,1015,1005,1093,1841,2180,2181,2616,2393,1350,40000,201812,114.39504316836032,22.614529096749525,2
1435,1272,1188,1319,1876,2227,2325,2536,2809,1755,400000,201901,114.39504316836032,22.614529096749525,2
1355,1268,1330,1361,1983,2321,2402,2760,2877,1736,110000,201902,114.39504316836032,22.614529096749525,2
1533,1322,1167,1328,1881,2184,2117,2528,2622,1601,270000,201903,114.39504316836032,22.614529096749525,2
1264,1172,952,1124,2218,2670,2498,3051,2205,1160,180000,201904,114.39504316836032,22.614529096749525,2
1193,1126,921,1287,2720,3362,3049,3715,2463,1218,210000,201905,114.39504316836032,22.614529096749525,2
932,876,608,898,2287,2911,2480,3237,1572,730,70000,201906,114.39504316836032,22.614529096749525,2
1188,1120,770,1213,3008,3926,3602,4402,2146,915,380000,201907,114.39504316836032,22.614529096749525,2
1210,1113,794,1085,2384,3063,2837,3439,1698,721,220000,201908,114.39504316836032,22.614529096749525,2
925,876,669,944,2521,3158,2949,3415,1632,771,60000,201909,114.39504316836032,22.614529096749525,2
1219,1087,777,1130,2423,3079,2826,3479,1782,794,350000,201910,114.39504316836032,22.614529096749525,2
1248,1078,849,1129,2278,2755,2595,3007,1812,864,320000,201911,114.39504316836032,22.614529096749525,2
1032,911,743,966,1930,2366,2425,2693,1627,806,40000,201912,114.39504316836032,22.614529096749525,2
1040,949,959,1088,1712,2011,1991,2246,2017,1166,70000,202001,114.39504316836032,22.614529096749525,2
1292,1119,976,1156,1738,2032,1989,2373,2278,1325,110000,202002,114.39504316836032,22.614529096749525,2
1205,1039,921,1041,1716,1971,1921,2266,2037,1091,80000,202003,114.39504316836032,22.614529096749525,2
1064,987,830,1079,2058,2454,2298,2772,2065,1100,40000,202004,114.39504316836032,22.614529096749525,2
1187,1080,911,1116,1981,2445,2318,2821,2021,1086,110000,202005,114.39504316836032,22.614529096749525,2
970,985,565,1067,3047,3966,3673,4290,2039,869,30000,202006,114.39504316836032,22.614529096749525,2
1516,1608,1878,1943,2367,2849,2708,3116,3472,2223,60000,202007,114.39504316836032,22.614529096749525,2
1572,1936,2833,2816,3134,3569,3150,3548,3831,2196,300000,202008,114.39504316836032,22.614529096749525,2
1645,1630,2036,2002,2464,2896,2515,3037,3266,2111,300000,202009,114.39504316836032,22.614529096749525,2
1413,1305,1414,1279,1458,1601,1453,1601,1528,1151,130000,202010,114.39504316836032,22.614529096749525,5
1535,1372,1363,1288,1400,1456,1409,1497,1490,1288,110000,202011,114.39504316836032,22.614529096749525,5
1457,1293,1270,1244,1346,1440,1351,1472,1349,1169,90000,202012,114.39504316836032,22.614529096749525,5
1535,1351,1346,1287,1392,1403,1408,1439,1437,1310,60000,202101,114.39504316836032,22.614529096749525,5
1437,1281,1251,1217,1302,1370,1314,1399,1358,1211,80000,202102,114.39504316836032,22.614529096749525,5
1504,1302,1222,1190,1348,1451,1344,1533,1397,1164,240000,202103,114.39504316836032,22.614529096749525,5
1448,1256,1464,1405,1578,1671,1583,1766,1697,1316,170000,202104,114.39504316836032,22.614529096749525,5
1552,1474,1679,1583,1703,1940,1917,2044,2071,1673,120000,202105,114.39504316836032,22.614529096749525,5
1569,1426,1429,1310,1413,1570,1366,1618,1612,1252,150000,202106,114.39504316836032,22.614529096749525,5
1340,1178,1167,1220,1322,1434,1115,1456,1472,1137,90000,202107,114.39504316836032,22.614529096749525,5
1418,1277,1395,1398,1540,1713,1381,1735,1675,1252,-100,202108,114.39504316836032,22.614529096749525,5
1496,1376,1623,1576,1759,1993,1648,2014,1878,1368,90000,202109,114.39504316836032,22.614529096749525,5
1971,1906,1744,1790,2191,2426,2259,2519,1976,1617,530000,202110,114.39504316836032,22.614529096749525,5
1569,1489,1622,1545,1704,1801,1758,1901,1888,1625,40000,202111,114.39504316836032,22.614529096749525,5
1487,1348,1435,1384,1468,1590,1577,1590,1578,1331,50000,202112,114.39504316836032,22.614529096749525,5
