B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
1312,1245,1055,1170,1675,1916,1955,2171,1791,1218,200000,201609,114.30580335240332,22.77884890590308,5
1645,1545,1441,1503,2082,2448,2365,2675,2162,1491,510000,201610,114.30580335240332,22.77884890590308,5
1439,1288,1141,1308,1877,2158,2174,2425,1948,1433,160000,201611,114.30580335240332,22.77884890590308,5
1353,1238,969,1188,1780,2051,2125,2179,1637,1132,320000,201612,114.30580335240332,22.77884890590308,5
1246,1186,892,1254,1792,2123,2240,2328,1796,1300,210000,201701,114.30580335240332,22.77884890590308,5
1548,1370,1135,1321,1841,2024,2310,2195,1768,1353,440000,201702,114.30580335240332,22.77884890590308,5
1514,1378,1226,1395,1966,2205,2311,2337,1874,1442,-100,201703,114.30580335240332,22.77884890590308,5
1480,1387,1317,1470,2092,2387,2312,2479,1980,1531,210000,201704,114.30580335240332,22.77884890590308,5
2062,1796,1706,1705,2162,2522,2284,2693,2011,1550,750000,201705,114.30580335240332,22.77884890590308,5
1628,1391,1204,1255,1707,2023,1869,2203,1535,1102,-100,201706,114.30580335240332,22.77884890590308,5
1195,987,703,806,1252,1525,1455,1714,1060,655,590000,201707,114.30580335240332,22.77884890590308,5
1472,1365,1174,1429,2187,2662,2499,2947,2412,1532,180000,201708,114.30580335240332,22.77884890590308,5
1280,1158,990,1069,1629,1942,1988,2149,1689,1168,190000,201709,114.30580335240332,22.77884890590308,5
1325,1202,916,1204,1920,2327,2451,2648,1882,1303,340000,201710,114.30580335240332,22.77884890590308,5
1303,1187,912,1262,1970,2320,2402,2722,1862,1409,130000,201711,114.30580335240332,22.77884890590308,5
1440,1261,1086,1235,1952,2055,2400,2299,1673,1280,400000,201712,114.30580335240332,22.77884890590308,5
1216,1127,853,1207,1844,2118,2715,2464,1732,1354,130000,201801,114.30580335240332,22.77884890590308,5
1608,1446,1265,1419,1845,2057,2141,2316,1930,1424,440000,201802,114.30580335240332,22.77884890590308,5
1285,1224,1099,1288,1794,1964,2121,2224,1739,1272,150000,201803,114.30580335240332,22.77884890590308,5
1774,1611,1409,1584,2091,2443,2332,2747,2116,1525,590000,201804,114.30580335240332,22.77884890590308,5
1615,1508,1290,1501,2095,2561,2445,2823,2148,1509,-100,201805,114.30580335240332,22.77884890590308,5
1457,1406,1172,1418,2099,2679,2558,2900,2180,1494,210000,201806,114.30580335240332,22.77884890590308,5
1427,1269,1007,1297,2204,2627,2697,3089,2220,1454,200000,201807,114.30580335240332,22.77884890590308,5
1442,1342,1255,1201,1976,2410,2211,2717,2098,1450,140000,201808,114.30580335240332,22.77884890590308,5
1399,1337,1147,1283,1854,2405,2388,2617,1976,1249,300000,201809,114.30580335240332,22.77884890590308,5
1216,1104,878,1237,2066,2498,2686,2769,1891,1353,170000,201810,114.30580335240332,22.77884890590308,5
1361,1232,1049,1075,1955,2211,2620,2558,1766,1142,260000,201811,114.30580335240332,22.77884890590308,5
1189,1089,883,1031,1595,1968,2197,2174,1540,1027,130000,201812,114.30580335240332,22.77884890590308,5
1428,1267,990,1215,1896,2053,2450,2310,1537,1112,340000,201901,114.30580335240332,22.77884890590308,5
1091,864,657,719,1017,1109,1116,1149,708,429,390000,201902,114.30580335240332,22.77884890590308,5
1608,1429,1213,1392,1949,2283,2293,2436,1842,1248,470000,201903,114.30580335240332,22.77884890590308,5
1508,1365,1172,1476,2093,2454,2455,2752,2112,1416,-100,201904,114.30580335240332,22.77884890590308,5
1408,1301,1132,1560,2238,2626,2617,3069,2382,1584,90000,201905,114.30580335240332,22.77884890590308,5
1348,1274,1135,1339,2063,2455,2372,2688,2275,1640,100000,201906,114.30580335240332,22.77884890590308,5
1442,1385,1085,1549,2343,3033,3066,3235,2331,1521,210000,201907,114.30580335240332,22.77884890590308,5
1481,1233,989,1030,1411,1691,1584,1746,866,492,550000,201908,114.30580335240332,22.77884890590308,5
1222,1159,979,1084,1829,2209,2498,2377,1813,1257,70000,201909,114.30580335240332,22.77884890590308,5
1261,1143,875,1225,2116,2340,2585,2770,1882,1269,230000,201910,114.30580335240332,22.77884890590308,5
1375,1204,988,1255,1957,2344,2653,2601,1792,1223,200000,201911,114.30580335240332,22.77884890590308,5
1093,961,724,999,1653,1918,2278,2185,1518,1026,90000,201912,114.30580335240332,22.77884890590308,5
1077,931,709,1057,1700,2017,2539,2271,1610,1102,160000,202001,114.30580335240332,22.77884890590308,5
1330,1172,944,1278,1953,2325,2669,2688,1771,1223,170000,202002,114.30580335240332,22.77884890590308,5
1257,1083,932,1099,1681,1923,2257,2236,1716,1234,110000,202003,114.30580335240332,22.77884890590308,5
1470,1422,1346,1242,1753,2012,2066,2229,1981,1505,80000,202004,114.30580335240332,22.77884890590308,5
1603,1537,1472,1373,2080,2456,2350,2722,2260,1599,-100,202005,114.30580335240332,22.77884890590308,5
1737,1652,1598,1505,2408,2901,2635,3216,2539,1694,460000,202006,114.30580335240332,22.77884890590308,5
1219,1194,858,1422,2493,3073,3159,3291,2269,1377,130000,202007,114.30580335240332,22.77884890590308,5
1217,1285,890,1440,2581,3454,3444,3764,2448,1539,150000,202008,114.30580335240332,22.77884890590308,5
1554,1369,1118,1330,2259,2660,2811,3023,2179,1403,400000,202009,114.30580335240332,22.77884890590308,5
1023,867,653,1029,1806,2183,2137,2420,1767,1169,130000,202010,114.30580335240332,22.77884890590308,5
1225,1092,938,1119,1910,2516,2607,2663,1755,1226,200000,202011,114.30580335240332,22.77884890590308,5
1245,1090,854,1066,1647,1821,2241,2190,1519,1015,120000,202012,114.30580335240332,22.77884890590308,5
1233,1069,855,1138,2166,2404,2686,2601,1697,1155,220000,202101,114.30580335240332,22.77884890590308,5
1261,1127,946,1044,1587,1913,1953,2004,1501,1076,110000,202102,114.30580335240332,22.77884890590308,5
1451,1260,1045,1288,2007,2415,2457,2693,1879,1248,280000,202103,114.30580335240332,22.77884890590308,5
1330,1217,1016,1342,2281,2632,2662,3039,2217,1504,80000,202104,114.30580335240332,22.77884890590308,5
1287,1187,1023,1636,2503,3162,2907,3219,2293,1592,50000,202105,114.30580335240332,22.77884890590308,5
2531,2489,2612,2519,2982,3341,3015,3602,3048,2173,610000,202106,114.30580335240332,22.77884890590308,4
1201,1261,1129,2081,2783,3439,3289,3644,2601,1764,270000,202107,114.30580335240332,22.77884890590308,4
1073,955,767,1254,1943,2272,2355,2426,1515,921,110000,202108,114.30580335240332,22.77884890590308,4
2015,2021,2017,1957,2281,2769,2611,3192,2920,2129,100000,202109,114.30580335240332,22.77884890590308,4
2034,1949,1973,1965,2197,2654,2555,3009,3051,2364,190000,202110,114.30580335240332,22.77884890590308,4
2015,1921,1994,2177,2445,2790,2665,3064,3066,2491,200000,202111,114.30580335240332,22.77884890590308,4
1676,1818,2087,1962,2241,2195,2411,2555,2633,2081,30000,202112,114.30580335240332,22.77884890590308,4
