B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
927,725,542,627,857,973,912,1006,620,366,190000,201609,114.56271092262313,22.732855573726688,3
1172,1133,934,1426,2196,2682,2657,2938,2705,1527,70000,201610,114.56271092262313,22.732855573726688,3
1337,1197,1169,1324,1933,2250,2191,2604,2605,1543,80000,201611,114.56271092262313,22.732855573726688,3
1255,1120,1034,1288,1999,2241,2262,2565,2511,1615,60000,201612,114.56271092262313,22.732855573726688,3
1199,1030,949,1241,1848,2107,2110,2443,2577,1598,40000,201701,114.56271092262313,22.732855573726688,3
1423,1247,1166,1381,1899,2091,2139,2362,2725,1916,150000,201702,114.56271092262313,22.732855573726688,3
1310,1171,1071,1390,1945,2131,2223,2388,2754,1942,-100,201703,114.56271092262313,22.732855573726688,3
1197,1095,977,1399,1991,2171,2307,2415,2784,1969,40000,201704,114.56271092262313,22.732855573726688,3
2403,2241,2005,2001,2409,2718,2577,2915,2489,1693,780000,201705,114.56271092262313,22.732855573726688,3
1727,1658,1432,1653,2281,2565,2581,2864,2293,1385,-100,201706,114.56271092262313,22.732855573726688,3
1052,1076,859,1305,2154,2412,2586,2814,2097,1078,40000,201707,114.56271092262313,22.732855573726688,3
1241,1241,1188,1516,2238,2628,2556,3010,2644,1589,40000,201708,114.56271092262313,22.732855573726688,3
1167,1104,1089,1283,1939,2352,2257,2671,2448,1456,20000,201709,114.56271092262313,22.732855573726688,3
1366,1255,1190,1424,2031,2363,2281,2676,2751,1769,100000,201710,114.56271092262313,22.732855573726688,3
1252,1168,1252,1532,2152,2474,2303,2770,2942,1932,30000,201711,114.56271092262313,22.732855573726688,3
1344,1178,1039,1417,1931,2176,2262,2416,2565,1635,140000,201712,114.56271092262313,22.732855573726688,3
1187,1059,977,1318,1729,2005,2071,2149,2360,1577,60000,201801,114.56271092262313,22.732855573726688,3
1408,1203,1140,1445,1858,2122,2070,2356,2687,1768,100000,201802,114.56271092262313,22.732855573726688,3
1194,1130,1223,1373,1895,2053,2141,2298,2540,1791,30000,201803,114.56271092262313,22.732855573726688,3
1616,1457,1322,1565,1959,2291,2176,2531,2918,2008,270000,201804,114.56271092262313,22.732855573726688,3
1209,1177,1303,1404,2172,2461,2455,2827,3089,1942,10000,201805,114.56271092262313,22.732855573726688,3
1185,1148,956,1279,2000,2383,2506,2604,2085,1174,90000,201806,114.56271092262313,22.732855573726688,3
1158,1139,1166,1370,2189,2531,2542,2919,2572,1539,20000,201807,114.56271092262313,22.732855573726688,3
1040,1030,972,1295,2059,2424,2453,2705,2408,1402,20000,201808,114.56271092262313,22.732855573726688,3
1167,1085,958,1220,1981,2344,2293,2595,2184,1174,50000,201809,114.56271092262313,22.732855573726688,3
1187,1111,1195,1515,2247,2483,2473,2789,2839,2020,50000,201810,114.56271092262313,22.732855573726688,3
1216,1077,898,1291,1922,2219,2314,2534,2514,1492,70000,201811,114.56271092262313,22.732855573726688,3
1060,908,780,1031,1592,1813,1985,2111,2017,1134,30000,201812,114.56271092262313,22.732855573726688,3
1379,1186,1113,1325,1893,2054,2057,2276,2456,1623,140000,201901,114.56271092262313,22.732855573726688,3
1204,1082,1103,1182,1675,1989,1900,2178,2341,1492,10000,201902,114.56271092262313,22.732855573726688,3
1550,1355,1185,1320,1722,1880,1867,2092,1933,1201,410000,201903,114.56271092262313,22.732855573726688,3
1813,1692,1623,1646,2273,2500,2449,2782,2438,1419,740000,201904,114.56271092262313,22.732855573726688,3
1193,1116,857,1205,1967,2399,2366,2511,1995,1076,70000,201905,114.56271092262313,22.732855573726688,3
1563,1643,2318,2209,2432,2654,2502,2745,1659,919,80000,201906,114.56271092262313,22.732855573726688,3
1310,1155,1397,1477,1610,1751,1393,1724,1630,1209,250000,201907,114.56271092262313,22.732855573726688,3
1477,1431,2049,1999,2260,2510,2145,2654,3071,2302,70000,201908,114.56271092262313,22.732855573726688,3
1520,1613,2496,2396,2502,2671,2753,2782,3377,2625,30000,201909,114.56271092262313,22.732855573726688,4
1616,1552,2225,2142,2375,2552,2358,2680,3184,2445,70000,201910,114.56271092262313,22.732855573726688,4
1600,1522,2099,2237,2439,2582,2338,2636,3169,2566,140000,201911,114.56271092262313,22.732855573726688,4
1372,1356,2014,2120,2233,2395,2194,2498,3031,2453,30000,201912,114.56271092262313,22.732855573726688,4
1343,1271,1752,1833,2056,1949,2032,2115,2441,2008,30000,202001,114.56271092262313,22.732855573726688,4
1567,1555,2023,1916,2052,2242,2192,2202,2723,2190,80000,202002,114.56271092262313,22.732855573726688,4
1474,1433,1930,1974,2043,2131,2121,2281,2666,2068,30000,202003,114.56271092262313,22.732855573726688,4
1459,1510,2179,2325,2422,2562,2437,2730,3110,2464,30000,202004,114.56271092262313,22.732855573726688,4
1636,1644,2218,2183,2422,2723,2387,2779,3148,2369,110000,202005,114.56271092262313,22.732855573726688,4
1674,1734,2716,2732,2960,3378,3058,3461,3875,2876,110000,202006,114.56271092262313,22.732855573726688,4
1521,1613,2591,2431,2650,2871,2643,3045,3598,2701,50000,202007,114.56271092262313,22.732855573726688,4
1114,911,953,864,900,990,885,1003,890,631,100000,202008,114.56271092262313,22.732855573726688,4
1441,1387,1896,1807,1954,2229,1960,2284,2606,1836,140000,202009,114.56271092262313,22.732855573726688,4
1405,1416,2003,1912,2070,2297,2116,2330,2864,2209,20000,202010,114.56271092262313,22.732855573726688,4
1498,1456,2054,2111,2243,2352,2233,2361,2867,2297,20000,202011,114.56271092262313,22.732855573726688,4
1557,1477,1939,1962,2086,2197,2076,2231,2649,2075,40000,202012,114.56271092262313,22.732855573726688,4
1515,1424,1928,2094,2228,2264,2135,2297,2859,2363,20000,202101,114.56271092262313,22.732855573726688,4
1463,1370,1884,1923,2021,2164,1984,2142,2666,2129,30000,202102,114.56271092262313,22.732855573726688,4
1635,1487,1758,1792,1963,2094,1916,2148,2666,2056,170000,202103,114.56271092262313,22.732855573726688,4
1579,1548,2131,2130,2326,2505,2264,2528,3075,2318,70000,202104,114.56271092262313,22.732855573726688,4
1472,1429,2056,1969,2162,2399,2144,2429,2955,2193,50000,202105,114.56271092262313,22.732855573726688,4
1500,1492,2037,2004,2298,2474,2292,2592,3043,2208,50000,202106,114.56271092262313,22.732855573726688,4
1432,1349,1807,1780,2025,2218,1965,2255,2643,1855,100000,202107,114.56271092262313,22.732855573726688,4
1436,1351,1731,1713,1948,2266,2070,2336,2605,1790,160000,202108,114.56271092262313,22.732855573726688,4
1434,1355,1921,1988,2249,2412,2142,2532,2950,2030,70000,202109,114.56271092262313,22.732855573726688,4
1326,1302,1791,1816,1976,2258,1872,2352,2602,1962,100000,202110,114.56271092262313,22.732855573726688,4
1337,1297,1799,1797,1989,2211,2068,2220,2692,2018,30000,202111,114.56271092262313,22.732855573726688,4
1331,1272,1712,1832,1948,2124,1991,2127,2636,2078,30000,202112,114.56271092262313,22.732855573726688,4
