B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,QA,Date,lon,lat,label
940,765,574,729,1089,1216,913,1276,675,336,190000,201609,114.56338905563253,22.732855573726688,3
1114,985,777,1076,1738,2155,1754,2377,1560,775,170000,201610,114.56338905563253,22.732855573726688,3
1199,1047,859,1219,1889,2175,1918,2504,1841,971,120000,201611,114.56338905563253,22.732855573726688,3
1174,956,815,1092,1635,1790,1575,1993,1733,943,160000,201612,114.56338905563253,22.732855573726688,3
1112,922,804,1084,1577,1810,1606,2153,2065,1212,130000,201701,114.56338905563253,22.732855573726688,3
1413,1222,1191,1328,1748,1902,1878,2123,2554,1729,180000,201702,114.56338905563253,22.732855573726688,3
1301,1131,1092,1288,1775,1973,1919,2187,2551,1708,-100,201703,114.56338905563253,22.732855573726688,3
1190,1040,993,1249,1802,2044,1961,2252,2549,1687,40000,201704,114.56338905563253,22.732855573726688,3
2712,2498,2308,2282,2655,2980,2789,3153,2732,2108,680000,201705,114.56338905563253,22.732855573726688,3
1843,1670,1488,1634,2109,2438,2162,2621,1957,1347,-100,201706,114.56338905563253,22.732855573726688,3
975,842,668,987,1563,1896,1535,2089,1182,587,170000,201707,114.56338905563253,22.732855573726688,3
1146,1057,922,1236,1903,2189,1927,2512,1835,1027,90000,201708,114.56338905563253,22.732855573726688,3
1014,917,718,926,1527,1865,1665,2052,1322,585,80000,201709,114.56338905563253,22.732855573726688,3
1298,1142,988,1190,1710,2044,1913,2247,1999,1106,300000,201710,114.56338905563253,22.732855573726688,3
1131,1007,911,1209,1765,2060,2152,2478,2554,1487,40000,201711,114.56338905563253,22.732855573726688,3
1390,1185,1151,1316,1776,1965,1994,2231,2462,1565,150000,201712,114.56338905563253,22.732855573726688,3
1128,936,858,1055,1389,1571,1504,1780,1656,1032,130000,201801,114.56338905563253,22.732855573726688,3
1382,1184,1161,1303,1712,1872,1755,2097,2592,1627,130000,201802,114.56338905563253,22.732855573726688,3
1149,1046,1066,1213,1641,1885,1855,2124,2466,1635,30000,201803,114.56338905563253,22.732855573726688,3
1668,1501,1409,1481,1883,2147,2027,2367,2832,1843,490000,201804,114.56338905563253,22.732855573726688,3
1063,985,886,1169,1750,2149,2059,2385,2707,1603,20000,201805,114.56338905563253,22.732855573726688,3
1108,980,855,1053,1544,1917,1566,2106,1449,766,220000,201806,114.56338905563253,22.732855573726688,3
1037,965,845,1106,1671,2071,1838,2233,1561,823,80000,201807,114.56338905563253,22.732855573726688,3
1006,918,822,1073,1638,2009,1714,2159,1674,795,50000,201808,114.56338905563253,22.732855573726688,3
1125,987,767,1019,1615,2012,1807,2139,1408,645,140000,201809,114.56338905563253,22.732855573726688,3
1016,938,818,1181,1838,2128,2296,2432,2498,1502,40000,201810,114.56338905563253,22.732855573726688,3
1228,1095,1014,1168,1743,2014,2053,2325,2369,1384,70000,201811,114.56338905563253,22.732855573726688,3
1040,856,747,939,1426,1704,1552,1873,1671,885,70000,201812,114.56338905563253,22.732855573726688,3
1340,1143,1019,1222,1636,1858,1878,2103,2295,1423,110000,201901,114.56338905563253,22.732855573726688,3
1123,977,880,1033,1460,1716,1696,1895,2200,1298,40000,201902,114.56338905563253,22.732855573726688,3
1553,1317,1135,1220,1567,1715,1591,1845,1487,852,480000,201903,114.56338905563253,22.732855573726688,3
1362,1167,965,1135,1620,1870,1670,2016,1479,816,-100,201904,114.56338905563253,22.732855573726688,3
